ID,Police Station,Destination,Address,Phone,Latitude,Longitude,District,Province
917,District Police Office Kailali,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
918,Police Station Dhangadhi,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
919,Police Station Tikapur,Tikapur,"Kailali, Nepal",,28.5200,81.1200,Kailali,Sudurpashchim
920,District Police Office Kanchanpur,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
921,Police Station Mahendranagar,Mahendranagar,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
922,District Police Office Dadeldhura,Dadeldhura,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
923,Police Station Dadeldhura,Dadeldhura,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
924,District Police Office Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
925,Police Station Patan,Patan,"Baitadi, Nepal",,29.5000,80.6000,Baitadi,Sudurpashchim
926,District Police Office Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
927,Police Station Gokuleshwor,Gokuleshwor,"Darchula, Nepal",,29.7000,80.6500,Darchula,Sudurpashchim
928,District Police Office Bajhang,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
929,Police Station Chainpur,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
930,District Police Office Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
931,Police Station Martadi,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
932,District Police Office Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
933,Police Station Sanfebagar,Sanfebagar,"Achham, Nepal",,29.2300,81.2200,Achham,Sudurpashchim
934,District Police Office Surkhet,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
935,Police Station Birendranagar,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
936,District Police Office Dailekh,Dailekh,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
937,Police Station Dullu,Dullu,"Dailekh, Nepal",,28.8300,81.7200,Dailekh,Karnali
938,District Police Office Jumla,Chandannath,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
939,Police Station Jumla,Jumla,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
940,District Police Office Kalikot,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
941,Police Station Manma,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
942,District Police Office Mugu,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
943,Police Station Gamgadhi,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
944,District Police Office Dolpa,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
945,Police Station Dunai,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
946,District Police Office Rukum West,Musikot,"Rukum West, Nepal",,28.6300,82.4800,Rukum West,Karnali
947,Police Station Musikot,Musikot,"Rukum West, Nepal",,28.6300,82.4800,Rukum West,Karnali
948,District Police Office Rolpa,Liwang,"Rolpa, Nepal",,28.3000,82.6300,Rolpa,Lumbini
949,Police Station Liwang,Liwang,"Rolpa, Nepal",,28.3000,82.6300,Rolpa,Lumbini
950,District Police Office Pyuthan,Khalanga,"Pyuthan, Nepal",,28.0900,82.8600,Pyuthan,Lumbini
951,Police Station Pyuthan,Khalanga,"Pyuthan, Nepal",,28.0900,82.8600,Pyuthan,Lumbini
952,District Police Office Salyan,Khalanga,"Salyan, Nepal",,28.3800,82.1700,Salyan,Karnali
953,Police Station Salyan Bazaar,Khalanga,"Salyan, Nepal",,28.3800,82.1700,Salyan,Karnali
954,District Police Office Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
955,Police Station Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
956,District Police Office Rukum East,Rukumkot,"Rukum East, Nepal",,28.6300,82.6300,Rukum East,Lumbini
957,Police Station Rukumkot,Rukumkot,"Rukum East, Nepal",,28.6300,82.6300,Rukum East,Lumbini
958,District Police Office Mustang,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
959,Police Station Jomsom,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
960,District Police Office Manang,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
961,Police Station Chame,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
962,District Police Office Lamjung,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
963,Police Station Besisahar,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
964,District Police Office Tanahun,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
965,Police Station Damauli,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
966,District Police Office Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
967,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
968,District Police Office Kaski,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
969,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
970,Police Station Hemja,Hemja,"Kaski, Nepal",,28.2600,83.9100,Kaski,Gandaki
971,Police Station Sarangkot,Sarangkot,"Kaski, Nepal",,28.2500,83.9500,Kaski,Gandaki
972,District Police Office Syangja,Syangja,"Syangja, Nepal",,28.0900,83.8700,Syangja,Gandaki
973,Police Station Waling,Waling,"Syangja, Nepal",,27.9800,83.7600,Syangja,Gandaki
974,District Police Office Parbat,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
975,Police Station Kushma,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
976,District Police Office Baglung,Baglung,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
977,Police Station Baglung,Baglung,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
978,District Police Office Myagdi,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
979,Police Station Beni,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
980,District Police Office Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
981,Police Station Kawasoti,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
982,District Police Office Chitwan,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
983,Police Station Bharatpur,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
984,District Police Office Makwanpur,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
985,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
986,District Police Office Dhading,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
987,Police Station Dhadingbesi,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
988,District Police Office Nuwakot,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
989,Police Station Bidur,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
990,District Police Office Rasuwa,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
991,Police Station Dhunche,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
992,District Police Office Sindhupalchok,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
993,Police Station Chautara,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
994,District Police Office Dolakha,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
995,Police Station Charikot,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
996,District Police Office Ramechhap,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
997,Police Station Manthali,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
998,District Police Office Sindhuli,Sindhulimadhi,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
999,Police Station Sindhulimadhi,Sindhulimadhi,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
1000,District Police Office Kathmandu,Kathmandu,"Kathmandu, Nepal",,27.7172,85.3240,Kathmandu,Bagmati
1001,Police Station Kapan,Kapan,"Kathmandu, Nepal",,27.7550,85.3600,Kathmandu,Bagmati
1002,Police Station Budhanilkantha,Budhanilkantha,"Kathmandu, Nepal",,27.7800,85.3600,Kathmandu,Bagmati
1003,Police Station Tokha,Tokha,"Kathmandu, Nepal",,27.7600,85.3250,Kathmandu,Bagmati
1004,Police Station Samakhusi,Samakhusi,"Kathmandu, Nepal",,27.7300,85.3200,Kathmandu,Bagmati
1005,Police Station Balaju,Balaju,"Kathmandu, Nepal",,27.7350,85.3000,Kathmandu,Bagmati
1006,Police Station Gongabu,Gongabu,"Kathmandu, Nepal",,27.7350,85.3140,Kathmandu,Bagmati
1007,Police Station Kalimati,Kalimati,"Kathmandu, Nepal",,27.7000,85.3000,Kathmandu,Bagmati
1008,Police Station Kalanki,Kalanki,"Kathmandu, Nepal",,27.6930,85.2800,Kathmandu,Bagmati
1009,Police Station Naikap,Naikap,"Kathmandu, Nepal",,27.6900,85.2600,Kathmandu,Bagmati
1010,Police Station Thankot,Thankot,"Kathmandu, Nepal",,27.6900,85.2200,Kathmandu,Bagmati
1011,Police Station Kirtipur,Kirtipur,"Kathmandu, Nepal",,27.6780,85.2770,Kathmandu,Bagmati
1012,Police Station Pashupati,Pashupati,"Kathmandu, Nepal",,27.7100,85.3500,Kathmandu,Bagmati
1013,Police Station Gaushala,Gaushala,"Kathmandu, Nepal",,27.7090,85.3480,Kathmandu,Bagmati
1014,Police Station Sinamangal,Sinamangal,"Kathmandu, Nepal",,27.7000,85.3500,Kathmandu,Bagmati
1015,Police Station Airport,Kathmandu Airport,"Kathmandu, Nepal",,27.6966,85.3591,Kathmandu,Bagmati
1016,Police Station Koteshwor,Koteshwor,"Kathmandu, Nepal",,27.6780,85.3480,Kathmandu,Bagmati
1017,Police Station Pepsicola,Pepsicola,"Kathmandu, Nepal",,27.6900,85.3700,Kathmandu,Bagmati
1018,Police Station Mulpani,Mulpani,"Kathmandu, Nepal",,27.7300,85.3900,Kathmandu,Bagmati
1019,Police Station Sankhu,Sankhu,"Kathmandu, Nepal",,27.7350,85.4500,Kathmandu,Bagmati
1020,Police Station Sundarijal,Sundarijal,"Kathmandu, Nepal",,27.7900,85.4100,Kathmandu,Bagmati
1021,Police Station Lubhu,Lubhu,"Lalitpur, Nepal",,27.6200,85.3900,Lalitpur,Bagmati
1022,Police Station Imadol,Imadol,"Lalitpur, Nepal",,27.6500,85.3700,Lalitpur,Bagmati
1023,Police Station Tikathali,Tikathali,"Lalitpur, Nepal",,27.6500,85.3600,Lalitpur,Bagmati
1024,Police Station Balkumari,Balkumari,"Lalitpur, Nepal",,27.6650,85.3450,Lalitpur,Bagmati
1025,Police Station Gwarko,Gwarko,"Lalitpur, Nepal",,27.6650,85.3300,Lalitpur,Bagmati
1026,Police Station Satdobato,Satdobato,"Lalitpur, Nepal",,27.6570,85.3240,Lalitpur,Bagmati
1027,Police Station Chapagaun,Chapagaun,"Lalitpur, Nepal",,27.5900,85.3300,Lalitpur,Bagmati
1028,Police Station Godawari,Godawari,"Lalitpur, Nepal",,27.5900,85.4200,Lalitpur,Bagmati
1029,Police Station Thecho,Thecho,"Lalitpur, Nepal",,27.6200,85.3300,Lalitpur,Bagmati
1030,Police Station Harisiddhi,Harisiddhi,"Lalitpur, Nepal",,27.6500,85.3300,Lalitpur,Bagmati
1031,Police Station Suryabinayak,Suryabinayak,"Bhaktapur, Nepal",,27.6650,85.4300,Bhaktapur,Bagmati
1032,Police Station Thimi,Madhyapur Thimi,"Bhaktapur, Nepal",,27.6800,85.3870,Bhaktapur,Bagmati
1033,Police Station Jagati,Jagati,"Bhaktapur, Nepal",,27.6500,85.4450,Bhaktapur,Bagmati
1034,Police Station Kamalbinayak,Kamalbinayak,"Bhaktapur, Nepal",,27.6900,85.4400,Bhaktapur,Bagmati
1035,Police Station Nagarkot,Nagarkot,"Bhaktapur, Nepal",,27.7150,85.5200,Bhaktapur,Bagmati
1036,Police Station Dhulikhel,Dhulikhel,"Kavre, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
1037,Police Station Banepa,Banepa,"Kavre, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
1038,Police Station Panauti,Panauti,"Kavre, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
1039,Police Station Panchkhal,Panchkhal,"Kavre, Nepal",,27.6500,85.6200,Kavrepalanchok,Bagmati
1040,Police Station Namobuddha,Namobuddha,"Kavre, Nepal",,27.5600,85.6000,Kavrepalanchok,Bagmati
1041,Police Station Bidur,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
1042,Police Station Trishuli,Trishuli,"Nuwakot, Nepal",,27.9800,85.1700,Nuwakot,Bagmati
1043,Police Station Kakani,Kakani,"Nuwakot, Nepal",,27.8000,85.2000,Nuwakot,Bagmati
1044,Police Station Dhunche,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
1045,Police Station Syabrubesi,Syabrubesi,"Rasuwa, Nepal",,28.1700,85.3700,Rasuwa,Bagmati
1046,Police Station Chautara,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
1047,Police Station Melamchi,Melamchi,"Sindhupalchok, Nepal",,27.8200,85.5800,Sindhupalchok,Bagmati
1048,Police Station Bahrabise,Bahrabise,"Sindhupalchok, Nepal",,27.7900,85.8900,Sindhupalchok,Bagmati
1049,Police Station Charikot,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
1050,Police Station Jiri,Jiri,"Dolakha, Nepal",,27.6300,86.2300,Dolakha,Bagmati
1051,Police Station Manthali,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
1052,Police Station Ramechhap,Ramechhap,"Ramechhap, Nepal",,27.3300,86.0800,Ramechhap,Bagmati
1053,Police Station Doramba,Doramba,"Ramechhap, Nepal",,27.4000,86.2500,Ramechhap,Bagmati
1054,Police Station Sindhulimadhi,Sindhulimadhi,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
1055,Police Station Kamalamai,Kamalamai,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
1056,Police Station Dudhauli,Dudhauli,"Sindhuli, Nepal",,26.9500,86.2000,Sindhuli,Bagmati
1057,Police Station Bhimeshwar,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
1058,Police Station Lamabagar,Lamabagar,"Dolakha, Nepal",,27.8500,86.3500,Dolakha,Bagmati
1059,Police Station Jiri,Jiri,"Dolakha, Nepal",,27.6300,86.2300,Dolakha,Bagmati
1060,Police Station Chautara,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
1061,Police Station Tatopani,Tatopani,"Sindhupalchok, Nepal",,27.9800,85.9500,Sindhupalchok,Bagmati
1062,Police Station Bahrabise,Bahrabise,"Sindhupalchok, Nepal",,27.7900,85.8900,Sindhupalchok,Bagmati
1063,Police Station Melamchi,Melamchi,"Sindhupalchok, Nepal",,27.8200,85.5800,Sindhupalchok,Bagmati
1064,Police Station Dhunche,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
1065,Police Station Syabrubesi,Syabrubesi,"Rasuwa, Nepal",,28.1700,85.3700,Rasuwa,Bagmati
1066,Police Station Bidur,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
1067,Police Station Trishuli,Trishuli,"Nuwakot, Nepal",,27.9800,85.1700,Nuwakot,Bagmati
1068,Police Station Kakani,Kakani,"Nuwakot, Nepal",,27.8000,85.2000,Nuwakot,Bagmati
1069,Police Station Dhulikhel,Dhulikhel,"Kavre, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
1070,Police Station Banepa,Banepa,"Kavre, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
1071,Police Station Panauti,Panauti,"Kavre, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
1072,Police Station Panchkhal,Panchkhal,"Kavre, Nepal",,27.6500,85.6200,Kavrepalanchok,Bagmati
1073,Police Station Namobuddha,Namobuddha,"Kavre, Nepal",,27.5600,85.6000,Kavrepalanchok,Bagmati
1074,Police Station Kathmandu Metropolitan,Kathmandu,"Kathmandu, Nepal",,27.7172,85.3240,Kathmandu,Bagmati
1075,Police Station Hanumandhoka,Hanumandhoka,"Kathmandu, Nepal",,27.7040,85.3060,Kathmandu,Bagmati
1076,Police Station Thamel,Thamel,"Kathmandu, Nepal",,27.7150,85.3120,Kathmandu,Bagmati
1077,Police Station Teku,Teku,"Kathmandu, Nepal",,27.6950,85.3060,Kathmandu,Bagmati
1078,Police Station Balaju,Balaju,"Kathmandu, Nepal",,27.7350,85.3000,Kathmandu,Bagmati
1079,Police Station Kalanki,Kalanki,"Kathmandu, Nepal",,27.6930,85.2800,Kathmandu,Bagmati
1080,Police Station Koteshwor,Koteshwor,"Kathmandu, Nepal",,27.6780,85.3480,Kathmandu,Bagmati
1081,Police Station Chabahil,Chabahil,"Kathmandu, Nepal",,27.7180,85.3480,Kathmandu,Bagmati
1082,Police Station Boudha,Boudha,"Kathmandu, Nepal",,27.7210,85.3620,Kathmandu,Bagmati
1083,Police Station Baneshwor,Baneshwor,"Kathmandu, Nepal",,27.6920,85.3420,Kathmandu,Bagmati
1084,Police Station Kirtipur,Kirtipur,"Kathmandu, Nepal",,27.6780,85.2770,Kathmandu,Bagmati
1085,Police Station Lalitpur,Lalitpur,"Lalitpur, Nepal",,27.6700,85.3150,Lalitpur,Bagmati
1086,Police Station Jawalakhel,Jawalakhel,"Lalitpur, Nepal",,27.6750,85.3150,Lalitpur,Bagmati
1087,Police Station Lagankhel,Lagankhel,"Lalitpur, Nepal",,27.6700,85.3200,Lalitpur,Bagmati
1088,Police Station Satdobato,Satdobato,"Lalitpur, Nepal",,27.6570,85.3240,Lalitpur,Bagmati
1089,Police Station Godawari,Godawari,"Lalitpur, Nepal",,27.5900,85.4200,Lalitpur,Bagmati
1090,Police Station Bhaktapur,Bhaktapur,"Bhaktapur, Nepal",,27.6720,85.4290,Bhaktapur,Bagmati
1091,Police Station Thimi,Thimi,"Bhaktapur, Nepal",,27.6800,85.3870,Bhaktapur,Bagmati
1092,Police Station Suryabinayak,Suryabinayak,"Bhaktapur, Nepal",,27.6650,85.4300,Bhaktapur,Bagmati
1093,Police Station Nagarkot,Nagarkot,"Bhaktapur, Nepal",,27.7150,85.5200,Bhaktapur,Bagmati
1094,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
1095,Police Station Bhimphedi,Bhimphedi,"Makwanpur, Nepal",,27.5500,85.1500,Makwanpur,Bagmati
1096,Police Station Manahari,Manahari,"Makwanpur, Nepal",,27.5500,84.9500,Makwanpur,Bagmati
1097,Police Station Bharatpur,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
1098,Police Station Narayangarh,Narayangarh,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
1099,Police Station Ratnanagar,Ratnanagar,"Chitwan, Nepal",,27.6200,84.5000,Chitwan,Bagmati
1100,Police Station Khairahani,Khairahani,"Chitwan, Nepal",,27.5700,84.6500,Chitwan,Bagmati
1101,Police Station Madi,Madi,"Chitwan, Nepal",,27.3500,84.3500,Chitwan,Bagmati
1102,Police Station Gajuri,Gajuri,"Dhading, Nepal",,27.8200,84.8800,Dhading,Bagmati
1103,Police Station Naubise,Naubise,"Dhading, Nepal",,27.7500,85.0800,Dhading,Bagmati
1104,Police Station Dhadingbesi,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
1105,Police Station Manakamana,Manakamana,"Gorkha, Nepal",,27.9500,84.6000,Gorkha,Gandaki
1106,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
1107,Police Station Arughat,Arughat,"Gorkha, Nepal",,28.0400,84.8100,Gorkha,Gandaki
1108,Police Station Palungtar,Palungtar,"Gorkha, Nepal",,28.0300,84.6200,Gorkha,Gandaki
1109,Police Station Besisahar,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
1110,Police Station Sundarbazar,Sundarbazar,"Lamjung, Nepal",,28.1250,84.0200,Lamjung,Gandaki
1111,Police Station Bhoteodar,Bhoteodar,"Lamjung, Nepal",,28.2000,84.1000,Lamjung,Gandaki
1112,Police Station Damauli,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
1113,Police Station Dumre,Dumre,"Tanahun, Nepal",,28.1150,84.4000,Tanahun,Gandaki
1114,Police Station Bhimad,Bhimad,"Tanahun, Nepal",,27.9500,84.0500,Tanahun,Gandaki
1115,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
1116,Police Station Lakeside,Lakeside,"Kaski, Nepal",,28.2100,83.9600,Kaski,Gandaki
1117,Police Station Baidam,Baidam,"Kaski, Nepal",,28.2150,83.9560,Kaski,Gandaki
1118,Police Station Hemja,Hemja,"Kaski, Nepal",,28.2600,83.9100,Kaski,Gandaki
1119,Police Station Lekhnath,Lekhnath,"Kaski, Nepal",,28.1700,84.0550,Kaski,Gandaki
1120,Police Station Sarangkot,Sarangkot,"Kaski, Nepal",,28.2500,83.9500,Kaski,Gandaki
1121,Police Station Syangja,Syangja,"Syangja, Nepal",,28.0900,83.8700,Syangja,Gandaki
1122,Police Station Waling,Waling,"Syangja, Nepal",,27.9800,83.7600,Syangja,Gandaki
1123,Police Station Putalibazar,Putalibazar,"Syangja, Nepal",,28.1000,83.8700,Syangja,Gandaki
1124,Police Station Chapakot,Chapakot,"Syangja, Nepal",,27.9800,83.7700,Syangja,Gandaki
1125,Police Station Kushma,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
1126,Police Station Modi,Modi,"Parbat, Nepal",,28.2500,83.7000,Parbat,Gandaki
1127,Police Station Baglung,Baglung,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
1128,Police Station Galkot,Galkot,"Baglung, Nepal",,28.3500,83.4200,Baglung,Gandaki
1129,Police Station Burtibang,Burtibang,"Baglung, Nepal",,28.3300,83.1300,Baglung,Gandaki
1130,Police Station Beni,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
1131,Police Station Darbang,Darbang,"Myagdi, Nepal",,28.4500,83.5000,Myagdi,Gandaki
1132,Police Station Tatopani,Tatopani,"Myagdi, Nepal",,28.5000,83.6500,Myagdi,Gandaki
1133,Police Station Jomsom,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
1134,Police Station Kagbeni,Kagbeni,"Mustang, Nepal",,28.8400,83.7800,Mustang,Gandaki
1135,Police Station Marpha,Marpha,"Mustang, Nepal",,28.7500,83.6800,Mustang,Gandaki
1136,Police Station Muktinath,Muktinath,"Mustang, Nepal",,28.8200,83.8700,Mustang,Gandaki
1137,Police Station Chame,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
1138,Police Station Manang,Manang,"Manang, Nepal",,28.6700,84.0200,Manang,Gandaki
1139,Police Station Pisang,Pisang,"Manang, Nepal",,28.6700,84.1800,Manang,Gandaki
1140,Police Station Kawasoti,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
1141,Police Station Gaindakot,Gaindakot,"Nawalpur, Nepal",,27.7000,84.4200,Nawalpur,Gandaki
1142,Police Station Devchuli,Devchuli,"Nawalpur, Nepal",,27.7000,84.2500,Nawalpur,Gandaki
1143,Police Station Gulariya,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
1144,Police Station Rajapur,Rajapur,"Bardiya, Nepal",,28.8800,81.1000,Bardiya,Lumbini
1145,Police Station Nepalgunj,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
1146,Police Station Kohalpur,Kohalpur,"Banke, Nepal",,28.2100,81.6800,Banke,Lumbini
1147,Police Station Ghorahi,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
1148,Police Station Tulsipur,Tulsipur,"Dang, Nepal",,28.1300,82.3000,Dang,Lumbini
1149,Police Station Lamahi,Lamahi,"Dang, Nepal",,27.8500,82.5500,Dang,Lumbini
1150,Police Station Tansen,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
1151,Police Station Rampur,Rampur,"Palpa, Nepal",,27.9200,83.9100,Palpa,Lumbini
1152,Police Station Tamghas,Tamghas,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
1153,Police Station Resunga,Resunga,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
1154,Police Station Sandhikharka,Sandhikharka,"Arghakhanchi, Nepal",,27.9500,83.1200,Arghakhanchi,Lumbini
1155,Police Station Krishnanagar,Krishnanagar,"Kapilvastu, Nepal",,27.4200,82.9200,Kapilvastu,Lumbini
1156,Police Station Taulihawa,Taulihawa,"Kapilvastu, Nepal",,27.5500,83.0500,Kapilvastu,Lumbini
1157,Police Station Siddharthanagar,Siddharthanagar,"Rupandehi, Nepal",,27.5000,83.4500,Rupandehi,Lumbini
1158,Police Station Butwal,Butwal,"Rupandehi, Nepal",,27.7000,83.4500,Rupandehi,Lumbini
