place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category,data_quality_score
Tsum Valley,28.53,84.85,Gorkha,6.0,14.0,6.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Tsum Valley Chumling,28.65,84.85,Gorkha,16.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Tsum Valley East Entry,28.6,84.85,Gorkha,8.0,16.0,12.0,2.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Tsum Valley Monastery,28.6,84.85,Gorkha,7.0,15.0,10.0,2.0,9.0,0,0,0,100.0,98.0,99.0,High,100.0
Tsum Valley Remote Route,28.65,84.9,Gorkha,17.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Tsum Valley Rural Camp,28.52,84.65,Gorkha,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Tsum Valley Trail,28.6,84.9,Gorkha,15.0,18.0,12.0,1.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Tsum Valley Trek,28.53,84.85,Gorkha,7.0,15.0,8.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Tsum Valley Village,28.52,84.65,Gorkha,16.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Chandrakot Hill,28.0,83.3,Gulmi,3.0,6.0,0.0,3.0,5.0,5,4,1,60.0,50.0,55.0,Medium,100.0
Dhurbang Rural Route,28.0,83.35,Gulmi,5.0,8.0,0.0,5.0,6.0,30,25,10,35.0,50.0,55.0,Medium,100.0
Gulmi Resunga,28.05,83.25,Gulmi,3.0,7.0,0.0,3.0,5.0,5,4,1,60.0,55.0,58.0,Medium,100.0
Gulmi Resunga Hill,28.07,83.25,Gulmi,2.0,4.0,0.0,3.0,5.0,30,25,10,15.0,30.0,35.0,Low,100.0
Gulmi Resunga Rural Trail,28.08,83.25,Gulmi,4.0,7.0,0.0,5.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Gulmi Ruru Rural Trail,28.15,83.35,Gulmi,3.0,5.0,0.0,7.0,5.0,50,40,15,20.0,35.0,40.0,Medium,100.0
Gulmi Tamghas,28.08,83.25,Gulmi,2.0,5.0,0.0,4.0,5.0,8,6,2,50.0,45.0,47.0,Medium,100.0
Resunga Forest,28.05,83.25,Gulmi,3.0,7.0,1.0,3.0,5.0,5,4,1,60.0,55.0,58.0,Medium,100.0
Resunga Forest Route,28.08,83.25,Gulmi,5.0,8.0,0.0,6.0,6.0,30,25,10,35.0,50.0,55.0,Medium,100.0
Resunga Forest Trail,28.08,83.25,Gulmi,4.0,7.0,0.0,5.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Resunga Hill,28.07,83.25,Gulmi,2.0,4.0,0.0,3.0,5.0,30,25,10,15.0,30.0,35.0,Low,100.0
Resunga Hill Forest,28.07,83.25,Gulmi,2.0,4.0,0.0,3.0,5.0,30,25,10,15.0,30.0,35.0,Low,100.0
Resunga Rural Forest,28.08,83.25,Gulmi,4.0,7.0,0.0,5.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Resunga Temple,28.07,83.25,Gulmi,2.0,4.0,0.0,5.0,5.0,40,30,10,20.0,35.0,40.0,Medium,100.0
Ridi Bazaar,27.87,83.45,Gulmi,1.0,2.0,0.0,8.0,4.0,30,25,10,15.0,35.0,38.0,Medium,100.0
Ridi Bazaar Rural Route,27.9,83.45,Gulmi,3.0,5.0,0.0,10.0,5.0,50,40,15,20.0,35.0,40.0,Medium,100.0
Ridi Khola Area,27.85,83.85,Gulmi,4.0,2.0,0.0,13.0,3.0,5,4,1,70.0,65.0,68.0,High,100.0
Ruru Kshetra,27.9,83.4,Gulmi,1.0,3.0,0.0,6.0,4.0,25,20,5,20.0,35.0,40.0,Medium,100.0
Ruru Kshetra Trail,27.95,83.45,Gulmi,3.0,6.0,0.0,7.0,5.0,50,40,15,20.0,35.0,40.0,Medium,100.0
Satyawati Lake,27.9,83.3,Gulmi,3.0,6.0,0.0,4.0,5.0,20,20,5,30.0,45.0,50.0,Medium,100.0
Satyawati Lake Gulmi,28.0,83.25,Gulmi,3.0,6.0,0.0,4.0,5.0,5,4,1,60.0,55.0,58.0,Medium,100.0
Satyawati Lake Trail,27.9,83.3,Gulmi,3.0,6.0,0.0,4.0,5.0,20,20,5,30.0,45.0,50.0,Medium,100.0
Satyawati Tal,28.0,83.25,Gulmi,3.0,6.0,0.0,4.0,5.0,5,4,1,60.0,55.0,58.0,Medium,100.0
Tamghas Area,28.08,83.25,Gulmi,1.0,4.0,0.0,5.0,5.0,10,8,2,45.0,40.0,42.0,Medium,100.0
Tamghas Bazaar,28.07,83.25,Gulmi,1.0,3.0,0.0,3.0,3.0,8,6,2,35.0,30.0,32.0,Medium,100.0
Tamghas Hill,28.08,83.25,Gulmi,2.0,5.0,0.0,4.0,5.0,8,6,2,50.0,45.0,47.0,Medium,100.0
Tamghas Rural Area,28.05,83.25,Gulmi,3.0,5.0,0.0,5.0,5.0,25,20,5,25.0,40.0,45.0,Medium,100.0
Tamghas View,28.08,83.25,Gulmi,2.0,5.0,0.0,4.0,5.0,8,6,2,50.0,45.0,47.0,Medium,100.0
Tamghas Village,28.08,83.25,Gulmi,2.0,5.0,0.0,5.0,5.0,30,25,10,30.0,40.0,45.0,Medium,100.0
Tamghas Village Route,28.07,83.25,Gulmi,2.0,4.0,0.0,6.0,4.0,70,60,20,5.0,20.0,25.0,Low,100.0
Tamghas Village Trail,28.07,83.25,Gulmi,2.0,4.0,0.0,6.0,4.0,70,60,20,5.0,20.0,25.0,Low,100.0
Chuli Himal Route,29.8,81.5,Humla,18.0,20.0,18.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Hilsa Border,30.1,81.6,Humla,5.0,12.0,8.0,1.0,9.0,0,0,0,95.0,90.0,93.0,High,100.0
Hilsa Border Area,30.0,81.3,Humla,7.0,16.0,12.0,1.0,9.0,0,0,0,100.0,100.0,100.0,High,100.0
Hilsa Border Route,30.15,81.22,Humla,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Humla Limi Rural Trail,30.0,81.7,Humla,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Humla Limi Valley,30.0,81.8,Humla,18.0,20.0,18.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Humla Namkha Trail,30.1,81.4,Humla,10.0,19.0,18.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Humla Simikot,29.97,81.82,Humla,3.0,8.0,4.0,2.0,7.0,1,1,0,90.0,80.0,84.0,High,100.0
Humla Simkot Rural Area,29.97,81.82,Humla,18.0,20.0,18.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Humla Simkot Rural Route,29.97,81.82,Humla,5.0,10.0,3.0,2.0,8.0,10,8,3,65.0,75.0,78.0,High,100.0
Kailash Mansarovar Route,30.2,81.6,Humla,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Kailash Mansarovar Route Nepal,30.0,81.5,Humla,9.0,17.0,14.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Kermi Hot Spring,29.9,81.7,Humla,5.0,8.0,0.0,6.0,6.0,10,10,3,65.0,70.0,72.0,High,100.0
Kermi Hot Spring Trail,29.9,81.7,Humla,5.0,9.0,2.0,3.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Kermi Rural Hot Spring,29.9,81.7,Humla,7.0,12.0,3.0,5.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Limi Lapcha Trek,30.1,81.3,Humla,10.0,18.0,16.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Limi Pass Trail,30.1,81.7,Humla,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Limi Valley,30.15,81.25,Humla,9.0,18.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Limi Valley Camp,30.0,81.7,Humla,18.0,20.0,18.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Limi Valley Humla,30.15,81.25,Humla,10.0,19.0,18.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Limi Valley Remote Trail,30.0,81.7,Humla,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Limi Valley Trail,30.15,81.25,Humla,10.0,19.0,18.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Limi Valley Trek,30.0,81.7,Humla,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Muchu Area,30.0,81.6,Humla,7.0,15.0,12.0,1.0,9.0,0,0,0,100.0,100.0,100.0,High,100.0
Muchu Rural Route,30.05,81.85,Humla,10.0,15.0,6.0,1.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Namkha Khyung Valley,30.1,81.5,Humla,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Simikot Airport,29.97,81.82,Humla,3.0,8.0,2.0,4.0,7.0,2,1,0,75.0,75.0,75.0,High,100.0
Simikot Airport Route,29.97,81.82,Humla,4.0,7.0,3.0,2.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Simikot Town,29.97,81.82,Humla,3.0,8.0,4.0,2.0,7.0,1,1,0,90.0,80.0,84.0,High,100.0
Simikot View Point,29.97,81.82,Humla,3.0,8.0,4.0,2.0,7.0,1,1,0,90.0,80.0,84.0,High,100.0
Simikot Village,29.97,81.82,Humla,5.0,8.0,3.0,2.0,8.0,10,10,3,65.0,70.0,72.0,High,100.0
Simkot Mountain Camp,29.97,81.82,Humla,17.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Simkot Valley,29.97,81.82,Humla,8.0,15.0,10.0,1.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Simkot View Trail,29.97,81.82,Humla,4.0,8.0,2.0,2.0,7.0,15,10,3,55.0,65.0,68.0,High,100.0
Yari Pass Trail,30.05,81.6,Humla,16.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Yari Remote Route,30.05,81.6,Humla,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Yari Village,30.0,81.65,Humla,12.0,16.0,10.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Yari Village Camp,30.05,81.6,Humla,12.0,16.0,8.0,1.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Yari Village Humla,30.0,81.45,Humla,8.0,17.0,14.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Yari Village Route,30.05,81.5,Humla,15.0,18.0,12.0,0.0,9.0,0,0,0,100.0,95.0,95.0,High,100.0
Antu Danda,26.89,88.0,Ilam,1.0,3.0,0.0,2.0,2.0,5,4,1,40.0,30.0,35.0,Medium,100.0
Antu Danda Route,26.88,87.9,Ilam,2.0,4.0,0.0,3.0,4.0,8,6,2,40.0,35.0,37.0,Medium,100.0
Antu Danda Sunrise,26.88,88.0,Ilam,1.0,2.0,0.0,4.0,3.0,60,50,20,5.0,15.0,22.0,Low,100.0
Antu Danda Village,26.88,88.0,Ilam,2.0,4.0,0.0,5.0,4.0,60,50,20,10.0,25.0,30.0,Low,100.0
Antu Sunrise Tower,26.87,88.0,Ilam,1.0,1.0,0.0,4.0,3.0,80,70,25,5.0,15.0,20.0,Low,100.0
Antu Sunrise View,26.88,87.9,Ilam,2.0,3.0,0.0,3.0,3.0,10,8,2,35.0,30.0,32.0,Medium,100.0
Basanta Tea Area,27.1,87.9,Ilam,1.0,2.0,0.0,4.0,4.0,30,25,5,20.0,20.0,20.0,Low,100.0
Chhintapu Forest Route,27.0,87.85,Ilam,5.0,8.0,0.0,3.0,6.0,20,15,5,45.0,55.0,60.0,Medium,100.0
Fakfok Rural Trail,26.9,87.85,Ilam,4.0,6.0,0.0,6.0,5.0,30,25,10,35.0,45.0,50.0,Medium,100.0
Fakfokthum Village,27.0,87.7,Ilam,4.0,7.0,0.0,5.0,5.0,25,20,5,40.0,50.0,55.0,Medium,100.0
Fikkal Bazaar,26.9,88.0,Ilam,1.0,2.0,0.0,3.0,3.0,15,10,3,20.0,20.0,20.0,Low,100.0
Fikkal Tea Garden,26.9,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,15,12,3,20.0,20.0,20.0,Low,100.0
Fikkal Tea Village,26.89,87.94,Ilam,1.0,2.0,0.0,4.0,3.0,60,50,20,5.0,15.0,22.0,Low,100.0
Fikkal Village,26.89,87.94,Ilam,1.0,2.0,0.0,4.0,3.0,60,50,20,5.0,15.0,22.0,Low,100.0
Ilam Chhintapu Trail,27.0,87.85,Ilam,4.0,8.0,0.0,3.0,5.0,15,10,3,50.0,55.0,60.0,Medium,100.0
Ilam Mai Pokhari,26.97,87.95,Ilam,1.0,1.0,0.0,5.0,2.0,12,10,3,30.0,25.0,27.0,Low,100.0
Ilam Mai Pokhari Trail,26.95,87.85,Ilam,2.0,3.0,0.0,8.0,4.0,50,40,15,10.0,35.0,38.0,Medium,100.0
Ilam Mai River,27.0,87.85,Ilam,3.0,1.0,0.0,12.0,3.0,15,12,3,55.0,60.0,58.0,Medium,100.0
Ilam Mai Valley,26.9,87.85,Ilam,2.0,3.0,0.0,6.0,4.0,40,30,10,15.0,30.0,35.0,Low,100.0
Ilam Sandakpur Village,27.0,87.93,Ilam,8.0,12.0,3.0,5.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Ilam Tea Estate,26.91,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,15,10,3,20.0,20.0,20.0,Low,100.0
Ilam Tea Garden,26.91,87.93,Ilam,2.0,5.0,0.0,4.0,3.0,8,5,1,35.0,40.0,38.0,Medium,100.0
Ilam View Tower,26.91,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,20,15,5,10.0,15.0,12.0,Low,100.0
Illam Tea Garden,26.91,87.93,Ilam,1.0,2.0,0.0,5.0,4.0,30,25,8,20.0,25.0,22.0,Low,100.0
Illam Tea Route,26.93,87.95,Ilam,1.0,2.0,0.0,5.0,4.0,30,25,8,20.0,25.0,22.0,Low,100.0
Kanyam,26.95,88.02,Ilam,1.0,1.0,0.0,4.0,3.0,35,30,8,15.0,15.0,12.0,Low,100.0
Kanyam Hill Route,26.9,87.92,Ilam,1.0,2.0,0.0,3.0,3.0,15,12,3,20.0,20.0,20.0,Low,100.0
Kanyam Picnic Area,26.9,87.92,Ilam,1.0,1.0,0.0,4.0,2.0,15,12,3,20.0,15.0,18.0,Low,100.0
Kanyam Sunrise Point,26.87,87.92,Ilam,1.0,1.0,0.0,4.0,3.0,70,60,20,5.0,15.0,22.0,Low,100.0
Kanyam Tea Estate,26.87,87.92,Ilam,1.0,1.0,0.0,4.0,3.0,60,50,20,5.0,15.0,22.0,Low,100.0
Kanyam Tea Garden,26.86,88.0,Ilam,1.0,2.0,0.0,3.0,2.0,10,7,2,30.0,25.0,28.0,Low,100.0
Kanyam Tea Garden Route,26.9,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,15,10,3,20.0,20.0,20.0,Low,100.0
Kanyam Tea Route,26.87,87.92,Ilam,1.0,1.0,0.0,4.0,3.0,70,60,20,5.0,15.0,22.0,Low,100.0
Mai Khola Trail,26.9,87.8,Ilam,2.0,3.0,0.0,8.0,4.0,60,50,20,10.0,35.0,38.0,Medium,100.0
Mai Pokhari,27.01,87.92,Ilam,1.0,2.0,0.0,5.0,2.0,40,30,10,5.0,20.0,25.0,Low,100.0
Mai Pokhari Area,26.97,87.95,Ilam,1.0,1.0,0.0,5.0,2.0,12,10,3,30.0,25.0,27.0,Low,100.0
Mai Pokhari Ilam,27.02,87.93,Ilam,2.0,3.0,0.0,5.0,5.0,20,15,5,30.0,35.0,32.0,Low,100.0
Mai Pokhari Rural Area,26.95,87.9,Ilam,3.0,5.0,0.0,7.0,5.0,50,40,15,20.0,35.0,40.0,Medium,100.0
Mai Pokhari Trail,26.97,87.95,Ilam,2.0,3.0,0.0,5.0,3.0,10,8,2,35.0,35.0,35.0,Medium,100.0
Mai Pokhari Wetland,26.98,87.9,Ilam,3.0,4.0,0.0,10.0,4.0,50,40,15,15.0,35.0,40.0,Medium,100.0
Mai River,27.0,87.85,Ilam,3.0,1.0,0.0,12.0,3.0,15,12,3,55.0,60.0,58.0,Medium,100.0
Mai River Corridor,26.9,87.9,Ilam,3.0,1.0,0.0,10.0,3.0,8,6,2,45.0,50.0,48.0,Medium,100.0
Mai Valley,27.0,87.85,Ilam,2.0,4.0,0.0,5.0,3.0,30,20,5,15.0,30.0,32.0,Low,100.0
Mai Valley Resort Area,26.92,87.93,Ilam,1.0,2.0,0.0,4.0,3.0,60,50,20,5.0,15.0,22.0,Low,100.0
Mai Valley Trail,26.9,87.85,Ilam,2.0,5.0,0.0,5.0,3.0,10,8,2,40.0,40.0,40.0,Medium,100.0
Maipokhari Wetland,26.97,87.93,Ilam,1.0,1.0,0.0,5.0,2.0,12,10,3,30.0,25.0,27.0,Low,100.0
Pashupatinagar,26.9,88.0,Ilam,1.0,3.0,0.0,4.0,4.0,20,15,5,25.0,30.0,28.0,Low,100.0
Pashupatinagar Border,26.9,88.0,Ilam,1.0,3.0,0.0,4.0,4.0,20,15,5,25.0,30.0,28.0,Low,100.0
Sakhejung Village,27.0,87.85,Ilam,2.0,4.0,0.0,4.0,4.0,40,30,10,20.0,30.0,35.0,Low,100.0
Sandakpur,27.05,87.88,Ilam,5.0,8.0,5.0,2.0,5.0,10,10,2,60.0,60.0,65.0,Medium,100.0
Sandakpur Border View,26.95,87.92,Ilam,4.0,9.0,2.0,3.0,5.0,3,3,1,70.0,65.0,68.0,High,100.0
Sandakpur Hill,26.95,87.92,Ilam,4.0,9.0,2.0,3.0,5.0,3,3,1,70.0,65.0,68.0,High,100.0
Sandakpur Himalayan View,27.0,87.9,Ilam,8.0,12.0,5.0,2.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Sandakpur Nepal,27.05,87.95,Ilam,5.0,12.0,5.0,3.0,8.0,0,0,0,90.0,85.0,87.0,High,100.0
Sandakpur Ridge,27.0,87.9,Ilam,5.0,8.0,0.0,3.0,5.0,10,10,3,55.0,60.0,65.0,Medium,100.0
Sandakpur Ridge Route,27.0,87.93,Ilam,7.0,10.0,2.0,4.0,7.0,15,10,3,60.0,70.0,72.0,High,100.0
Sandakpur Ridge Trail,27.0,87.9,Ilam,6.0,10.0,2.0,3.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Sandakpur Trek Route,26.95,87.92,Ilam,5.0,10.0,3.0,2.0,7.0,1,1,0,90.0,85.0,87.0,High,100.0
Sandakpur View Point,27.0,87.9,Ilam,4.0,8.0,0.0,3.0,5.0,10,10,3,50.0,55.0,60.0,Medium,100.0
Sandakpur Viewpoint,27.05,87.95,Ilam,5.0,12.0,5.0,3.0,8.0,0,0,0,90.0,85.0,87.0,High,100.0
Shree Antu Ridge,26.88,88.0,Ilam,2.0,3.0,0.0,4.0,4.0,70,60,20,5.0,20.0,25.0,Low,100.0
Siddhithumka Hill,26.9,87.9,Ilam,2.0,5.0,0.0,3.0,4.0,5,5,1,50.0,40.0,44.0,Medium,100.0
Tea Garden View Ilam,26.9,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,15,12,3,20.0,20.0,20.0,Low,100.0
Todke Hill,26.98,87.9,Ilam,3.0,5.0,0.0,4.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Barekot Rural Camp,28.9,82.2,Jajarkot,12.0,16.0,8.0,3.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Bheri River Camp,28.6,82.2,Jajarkot,8.0,12.0,3.0,10.0,7.0,5,5,2,80.0,85.0,85.0,High,100.0
Bheri Rural Camp,28.65,82.0,Jajarkot,5.0,9.0,2.0,15.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Dolpa Jajarkot Trail,28.9,82.4,Jajarkot,7.0,15.0,9.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Jajarkot Barekot Area,28.9,82.2,Jajarkot,12.0,16.0,8.0,3.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Jajarkot Barekot Trail,28.9,82.2,Jajarkot,10.0,15.0,6.0,8.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Jajarkot Bheri Trail,28.7,82.2,Jajarkot,8.0,12.0,3.0,10.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Jajarkot Darbar,28.65,82.18,Jajarkot,2.0,6.0,0.0,5.0,7.0,5,4,1,60.0,60.0,60.0,Medium,100.0
Jajarkot Darbar Area,28.7,82.18,Jajarkot,4.0,6.0,0.0,5.0,8.0,20,20,5,45.0,60.0,62.0,Medium,100.0
Jajarkot Khalanga,28.7,82.18,Jajarkot,3.0,5.0,0.0,5.0,8.0,25,20,5,40.0,60.0,60.0,Medium,100.0
Jajarkot Khalanga View,28.7,82.18,Jajarkot,5.0,10.0,0.0,5.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Jajarkot Mountain Pass,28.9,82.2,Jajarkot,12.0,16.0,8.0,3.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Jajarkot Nalgad Area,28.7,82.2,Jajarkot,3.0,8.0,2.0,6.0,7.0,1,1,0,85.0,80.0,82.0,High,100.0
Jajarkot Nalgad River,28.65,82.25,Jajarkot,5.0,3.0,0.0,14.0,4.0,3,3,1,75.0,70.0,73.0,High,100.0
Jajarkot Nalgad Trail,28.7,82.1,Jajarkot,6.0,10.0,2.0,12.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Jajarkot River Trail,28.65,82.15,Jajarkot,6.0,12.0,0.0,8.0,7.0,5,5,2,75.0,80.0,82.0,High,100.0
Jajarkot River Valley,28.7,82.2,Jajarkot,5.0,2.0,0.0,18.0,4.0,3,2,1,85.0,85.0,85.0,High,100.0
Karnali River Gorge,28.7,82.2,Jajarkot,6.0,2.0,0.0,20.0,3.0,2,1,0,90.0,85.0,88.0,High,100.0
Khalanga Jajarkot,28.7,82.18,Jajarkot,3.0,5.0,0.0,5.0,8.0,25,20,5,40.0,60.0,60.0,Medium,100.0
Kudari Waterfall,28.7,82.25,Jajarkot,4.0,9.0,2.0,5.0,6.0,1,1,0,90.0,80.0,84.0,High,100.0
Kuse Patan,28.9,82.1,Jajarkot,4.0,10.0,4.0,3.0,8.0,0,0,0,85.0,85.0,85.0,High,100.0
Kuse Patan Trail,28.9,82.1,Jajarkot,4.0,10.0,4.0,3.0,8.0,0,0,0,85.0,85.0,85.0,High,100.0
Kushe Himal Route,28.8,82.25,Jajarkot,8.0,13.0,4.0,3.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Kushe Patan,28.8,82.15,Jajarkot,5.0,12.0,4.0,3.0,8.0,0,1,0,95.0,85.0,89.0,High,100.0
Kushe Rural Mountain,28.8,82.25,Jajarkot,8.0,13.0,4.0,3.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Kushe Rural Route,28.8,82.25,Jajarkot,8.0,13.0,4.0,3.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Kushe Rural Village,28.8,82.25,Jajarkot,7.0,12.0,3.0,6.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Nalgad River,28.7,82.2,Jajarkot,5.0,3.0,0.0,15.0,4.0,3,3,1,80.0,75.0,78.0,High,100.0
Nalgad River Route,28.65,82.25,Jajarkot,5.0,3.0,0.0,14.0,4.0,3,3,1,75.0,70.0,73.0,High,100.0
Nalgad River Trail,28.7,82.1,Jajarkot,6.0,10.0,2.0,12.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Nalgad Rural Camp,28.7,82.1,Jajarkot,6.0,10.0,2.0,12.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Nalgad Rural Route,28.7,82.1,Jajarkot,6.0,10.0,2.0,12.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Nalgad Valley,28.65,82.1,Jajarkot,6.0,10.0,2.0,6.0,7.0,10,10,3,60.0,70.0,72.0,High,100.0
Arjundhara Temple,26.65,88.0,Jhapa,1.0,0.0,0.0,6.0,2.0,25,20,5,10.0,15.0,12.0,Low,100.0
Birtamod Tea Route,26.65,87.98,Jhapa,1.0,0.0,0.0,15.0,2.0,60,50,20,5.0,30.0,32.0,Low,100.0
Damak Forest Area,26.67,87.7,Jhapa,2.0,1.0,0.0,12.0,3.0,60,50,20,10.0,35.0,38.0,Medium,100.0
Damak Forest Trail,26.67,87.7,Jhapa,2.0,1.0,0.0,12.0,3.0,60,50,20,10.0,35.0,38.0,Medium,100.0
Damak Wetland Area,26.65,87.7,Jhapa,1.0,0.0,0.0,12.0,2.0,20,15,5,30.0,40.0,35.0,Medium,100.0
Kachankawal Area,26.47,88.05,Jhapa,1.0,0.0,0.0,15.0,2.0,50,40,15,10.0,35.0,35.0,Low,100.0
Kakarbhitta Border Tourism,26.65,88.15,Jhapa,1.0,0.0,0.0,8.0,2.0,30,25,8,10.0,20.0,15.0,Low,100.0
Kakarbhitta River Side,26.65,88.15,Jhapa,2.0,0.0,0.0,15.0,2.0,50,40,15,10.0,40.0,42.0,Medium,100.0
Mechi Hill Area,26.55,88.1,Jhapa,3.0,1.0,0.0,20.0,3.0,30,25,10,25.0,55.0,55.0,Medium,100.0
Mechi River Side,26.55,88.1,Jhapa,3.0,1.0,0.0,20.0,3.0,30,25,10,25.0,55.0,55.0,Medium,100.0
Chandannath Hill,29.28,82.16,Jumla,2.0,6.0,1.0,2.0,5.0,2,2,0,75.0,55.0,63.0,Medium,100.0
Chandannath Rural Trail,29.27,82.18,Jumla,4.0,8.0,0.0,10.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Chandannath Temple,29.28,82.18,Jumla,1.0,3.0,0.0,2.0,4.0,8,5,2,35.0,30.0,32.0,Medium,100.0
Chandannath Temple Route,29.27,82.18,Jumla,1.0,3.0,0.0,3.0,5.0,10,8,2,35.0,30.0,32.0,Medium,100.0
Chere Chaur View,29.3,82.15,Jumla,5.0,8.0,2.0,4.0,6.0,10,10,3,65.0,70.0,72.0,High,100.0
Guthichaur Valley,29.35,82.25,Jumla,7.0,10.0,3.0,3.0,7.0,5,5,2,65.0,70.0,72.0,High,100.0
Jumla Bazaar,29.27,82.18,Jumla,2.0,5.0,1.0,3.0,5.0,4,4,1,55.0,45.0,49.0,Medium,100.0
Jumla Chandannath,29.27,82.18,Jumla,3.0,6.0,0.0,5.0,6.0,20,20,5,45.0,55.0,60.0,Medium,100.0
Jumla Chandannath Temple,29.28,82.18,Jumla,2.0,4.0,0.0,5.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Jumla Dolpa Trail,29.3,82.5,Jumla,8.0,17.0,14.0,2.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Jumla Rara Route,29.4,82.2,Jumla,10.0,15.0,8.0,3.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Jumla Rara Trek Camp,29.35,82.1,Jumla,12.0,16.0,8.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Jumla Sinja Heritage,29.4,82.2,Jumla,8.0,12.0,3.0,4.0,7.0,5,5,2,70.0,75.0,78.0,High,100.0
Jumla Sinja Valley,29.4,82.2,Jumla,8.0,12.0,3.0,4.0,7.0,5,5,2,70.0,75.0,75.0,High,100.0
