Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Nepal Eye Hospital,Tripureshwor Kathmandu,+977-01-4260813,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Tilganga Institute of Ophthalmology,Gausala Kathmandu,+977-01-4493684,27.7100,85.3500,Kathmandu,Gausala,Bagmati
Paropakar Maternity Hospital,Thapathali Kathmandu,+977-01-4253276,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Sukraraj Tropical Hospital,Teku Kathmandu,+977-01-4253396,27.6950,85.3050,Kathmandu,Teku,Bagmati
Kirtipur Hospital,Kirtipur Kathmandu,+977-01-4339130,27.6700,85.2800,Kathmandu,Kirtipur,Bagmati
Nepal Orthopaedic Hospital,Jorpati Kathmandu,+977-01-4911700,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Shankarapur Hospital,Jorpati Kathmandu,+977-01-4911000,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Green City Hospital,Basundhara Kathmandu,+977-01-4387788,27.7350,85.3400,Kathmandu,Basundhara,Bagmati
Helping Hands Community Hospital,Chabahil Kathmandu,+977-01-4480071,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Kathmandu Medical College Hospital,Sinamangal Kathmandu,+977-01-4469064,27.6950,85.3500,Kathmandu,Sinamangal,Bagmati
Chirayu National Hospital,Maharajgunj Kathmandu,+977-01-4520930,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Dhulikhel Hospital,Kavrepalanchok,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sheer Memorial Hospital,Banepa Kavre,+977-011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Bhaktapur Cancer Hospital,Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Siddhi Memorial Hospital,Bhaktapur,+977-01-6610798,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Khwopa Hospital,Bhaktapur,+977-01-6618998,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Hetauda Hospital,Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Bharatpur Hospital,Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Chitwan,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Chitwan,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Manipal Teaching Hospital,Pokhara Kaski,+977-061-526416,28.2500,83.9900,Kaski,Pokhara,Gandaki
Gandaki Medical College Teaching Hospital,Pokhara,+977-061-430822,28.2100,84.0000,Kaski,Pokhara,Gandaki
Fishtail Hospital,Pokhara,+977-061-461816,28.2100,83.9700,Kaski,Pokhara,Gandaki
Charak Memorial Hospital,Pokhara,+977-061-537055,28.2200,83.9800,Kaski,Pokhara,Gandaki
Metrocity Hospital,Pokhara,+977-061-538595,28.2200,83.9900,Kaski,Pokhara,Gandaki
Pokhara Academy of Health Sciences,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Western Regional Hospital,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Lamjung District Hospital,Besisahar,+977-066-520123,28.2300,84.0100,Lamjung,Besisahar,Gandaki
Gorkha District Hospital,Gorkha Bazaar,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Damauli Hospital,Tanahun,+977-065-560102,27.9730,84.2400,Tanahun,Damauli,Gandaki
Beni Hospital,Myagdi,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Tansen Mission Hospital,Palpa,+977-075-520123,27.8700,83.5500,Palpa,Tansen,Lumbini
Lumbini Provincial Hospital,Butwal,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Crimson Hospital,Manigram,+977-071-520111,27.6500,83.4700,Rupandehi,Manigram,Lumbini
Devdaha Medical College Hospital,Devdaha,+977-071-577777,27.6500,83.5600,Rupandehi,Devdaha,Lumbini
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Rapti Academy of Health Sciences,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Rapti Provincial Hospital,Tulsipur,+977-082-560456,28.1300,82.3000,Dang,Tulsipur,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Seti Provincial Hospital,Dhangadhi,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Mahakali Provincial Hospital,Mahendranagar,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Dadeldhura Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Surkhet Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Karnali Academy of Health Sciences,Jumla,+977-087-520123,29.2700,82.1800,Jumla,Jumla,Karnali
B.P. Koirala Institute of Health Sciences,Dharan,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Koshi Hospital,Biratnagar,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Teaching Hospital,Biratnagar,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Mechi Provincial Hospital,Bhadrapur,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
Narayani Hospital,Birgunj,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Mechi Eye Hospital,Birtamode Jhapa,+977-023-562111,26.6400,88.0000,Jhapa,Birtamode,Koshi
Lifeline Hospital,Damak Jhapa,+977-023-580555,26.6600,87.6900,Jhapa,Damak,Koshi
Damak Hospital,Damak Jhapa,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
B&C Medical College Teaching Hospital,Birtamode Jhapa,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Birat Medical College Teaching Hospital,Biratnagar Morang,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Hospital,Biratnagar Morang,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Golden Hospital,Biratnagar Morang,+977-021-461234,26.4500,87.2700,Morang,Biratnagar,Koshi
Neuro Cardio Multispeciality Hospital,Biratnagar Morang,+977-021-533333,26.4500,87.2700,Morang,Biratnagar,Koshi
Itahari Hospital,Itahari Sunsari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Dharan Hospital,Dharan Sunsari,+977-025-520123,26.8100,87.2800,Sunsari,Dharan,Koshi
B.P. Koirala Institute of Health Sciences,Dharan,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Panchthar District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Taplejung District Hospital,Taplejung,+977-024-460123,27.3500,87.6700,Taplejung,Phungling,Koshi
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Koshi Hospital,Biratnagar,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
Narayani Hospital,Birgunj,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Birgunj Health Care Hospital,Birgunj,+977-051-522000,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Provincial Hospital,Janakpur,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janaki Medical College Teaching Hospital,Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Mithila Hospital,Janakpur,+977-041-520456,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Hetauda Hospital,Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Bharatpur Hospital,Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Kathmandu Hospital,Tripureshwor Kathmandu,+977-01-4229656,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Kantipur Hospital,Tripureshwor Kathmandu,+977-01-4111627,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Medicare National Hospital,Chabahil Kathmandu,+977-01-4467067,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Apex Hospital,Jorpati Kathmandu,+977-01-4912500,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Nepal International Clinic,Lazimpat Kathmandu,+977-01-4424642,27.7200,85.3300,Kathmandu,Lazimpat,Bagmati
Chirayu National Hospital,Maharajgunj Kathmandu,+977-01-4520930,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Grande City Hospital,Kamaladi Kathmandu,+977-01-4163500,27.7050,85.3150,Kathmandu,Kamaladi,Bagmati
Capital Hospital,Kathmandu,+977-01-4168222,27.7000,85.3300,Kathmandu,Kathmandu,Bagmati
Janamaitri Hospital,Balkhu Kathmandu,+977-01-4288888,27.6850,85.3000,Kathmandu,Balkhu,Bagmati
Kirtipur Hospital,Kirtipur Kathmandu,+977-01-4339130,27.6700,85.2800,Kathmandu,Kirtipur,Bagmati
Nepal Orthopaedic Hospital,Jorpati Kathmandu,+977-01-4911700,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Shankarapur Hospital,Jorpati Kathmandu,+977-01-4911000,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Green City Hospital,Basundhara Kathmandu,+977-01-4387788,27.7350,85.3400,Kathmandu,Basundhara,Bagmati
Helping Hands Community Hospital,Chabahil Kathmandu,+977-01-4480071,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Sumeru Hospital,Dhumbarahi Kathmandu,+977-01-4377700,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
HAMS Hospital,Dhumbarahi Kathmandu,+977-01-4377404,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
CIWEC Hospital,Lainchaur Kathmandu,+977-01-4435232,27.7200,85.3200,Kathmandu,Lainchaur,Bagmati
Annapurna Neurological Institute,Maitighar Kathmandu,+977-01-4256656,27.7000,85.3200,Kathmandu,Maitighar,Bagmati
Nepal Cancer Hospital,Harisiddhi Lalitpur,+977-01-5971532,27.6300,85.3500,Lalitpur,Harisiddhi,Bagmati
Star Hospital,Sanepa Lalitpur,+977-01-5420777,27.6850,85.3050,Lalitpur,Sanepa,Bagmati
Nidan Hospital,Pulchowk Lalitpur,+977-01-5443200,27.6800,85.3150,Lalitpur,Pulchowk,Bagmati
Swacon International Hospital,Bhaisepati Lalitpur,+977-01-5591919,27.6500,85.3000,Lalitpur,Bhaisepati,Bagmati
Vatsalya Hospital,Nakhu Lalitpur,+977-01-5599555,27.6650,85.3100,Lalitpur,Nakhu,Bagmati
KIST Hospital,Imadol Lalitpur,+977-01-5201496,27.6500,85.3500,Lalitpur,Imadol,Bagmati
Alka Hospital,Jawalakhel Lalitpur,+977-01-5970999,27.6750,85.3150,Lalitpur,Jawalakhel,Bagmati
B&B Hospital,Gwarko Lalitpur,+977-01-5533206,27.6650,85.3300,Lalitpur,Gwarko,Bagmati
Patan Academy of Health Sciences,Lagankhel Lalitpur,+977-01-5522295,27.6700,85.3200,Lalitpur,Lagankhel,Bagmati
Dhulikhel Hospital,Dhulikhel Kavre,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sheer Memorial Hospital,Banepa Kavre,+977-011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Bhaktapur Cancer Hospital,Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Khwopa Hospital,Bhaktapur,+977-01-6618998,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Siddhi Memorial Hospital,Bhaktapur,+977-01-6610798,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Nepal Korea Friendship Hospital,Thimi Bhaktapur,+977-01-6635111,27.6800,85.3900,Bhaktapur,Thimi,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Birat Nursing Home,Biratnagar Morang,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Koshi Hospital,Biratnagar Morang,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Teaching Hospital,Biratnagar Morang,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
Birat Medical College Teaching Hospital,Biratnagar Morang,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Golden Hospital,Biratnagar Morang,+977-021-461234,26.4500,87.2700,Morang,Biratnagar,Koshi
Neuro Cardio Multispeciality Hospital,Biratnagar Morang,+977-021-533333,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan Sunsari,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Dharan Sub-Metropolitan Hospital,Dharan,+977-025-520123,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari Sunsari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Inaruwa Hospital,Inaruwa Sunsari,+977-025-560123,26.6100,87.1400,Sunsari,Inaruwa,Koshi
Mechi Provincial Hospital,Bhadrapur Jhapa,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
B&C Medical College Teaching Hospital,Birtamode Jhapa,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Mechi Eye Hospital,Birtamode Jhapa,+977-023-562111,26.6400,88.0000,Jhapa,Birtamode,Koshi
Damak Hospital,Damak Jhapa,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
Lifeline Hospital,Damak Jhapa,+977-023-580555,26.6600,87.6900,Jhapa,Damak,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Panchthar District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Taplejung District Hospital,Phungling,+977-024-460123,27.3500,87.6700,Taplejung,Phungling,Koshi
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Narayani Hospital,Birgunj Parsa,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College Teaching Hospital,Birgunj Parsa,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Birgunj Health Care Hospital,Birgunj Parsa,+977-051-522000,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Provincial Hospital,Janakpur Dhanusha,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Janaki Medical College Teaching Hospital,Janakpur,+977-041-560000,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Mithila Hospital,Janakpur,+977-041-520456,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj Saptari,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan Siraha,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Hetauda Hospital,Hetauda Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Makwanpur Cooperative Hospital,Hetauda,+977-057-520456,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Sindhuli District Hospital,Sindhulimadhi,+977-047-520123,27.2500,85.9700,Sindhuli,Sindhulimadhi,Bagmati
Ramechhap District Hospital,Manthali,+977-048-540123,27.3900,86.0600,Ramechhap,Manthali,Bagmati
Dolakha District Hospital,Charikot,+977-049-420123,27.6700,86.0300,Dolakha,Charikot,Bagmati
Nuwakot District Hospital,Bidur,+977-010-560123,27.9200,85.1600,Nuwakot,Bidur,Bagmati
Dhading District Hospital,Dhadingbesi,+977-010-520123,27.8700,84.9200,Dhading,Dhadingbesi,Bagmati
Rasuwa District Hospital,Dhunche,+977-010-540123,28.1100,85.3000,Rasuwa,Dhunche,Bagmati
Bharatpur Hospital,Bharatpur Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur Chitwan,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur Chitwan,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Narayani Community Hospital,Bharatpur,+977-056-533333,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Sanjivani Hospital,Bharatpur,+977-056-595555,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Kavre District Hospital,Dhulikhel,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sheer Memorial Hospital,Banepa,+977-011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Bhaktapur Cancer Hospital,Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Khwopa Hospital,Bhaktapur,+977-01-6618998,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Siddhi Memorial Hospital,Bhaktapur,+977-01-6610798,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Nepal Korea Friendship Hospital,Thimi,+977-01-6635111,27.6800,85.3900,Bhaktapur,Thimi,Bagmati
Gorkha District Hospital,Gorkha Bazaar,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Damauli Hospital,Tanahun,+977-065-560102,27.9730,84.2400,Tanahun,Damauli,Gandaki
Lamjung District Hospital,Besisahar,+977-066-520123,28.2300,84.0100,Lamjung,Besisahar,Gandaki
Beni Hospital,Myagdi,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Manipal Teaching Hospital,Pokhara,+977-061-526416,28.2500,83.9900,Kaski,Pokhara,Gandaki
Gandaki Medical College Teaching Hospital,Pokhara,+977-061-430822,28.2100,84.0000,Kaski,Pokhara,Gandaki
Fishtail Hospital,Pokhara,+977-061-461816,28.2100,83.9700,Kaski,Pokhara,Gandaki
Charak Memorial Hospital,Pokhara,+977-061-537055,28.2200,83.9800,Kaski,Pokhara,Gandaki
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Metrocity Hospital,Pokhara Kaski,+977-061-538595,28.2200,83.9900,Kaski,Pokhara,Gandaki
Pokhara Academy of Health Sciences,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Pokhara Eye Hospital,Pokhara,+977-061-462000,28.2100,83.9800,Kaski,Pokhara,Gandaki
Western Regional Hospital,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Gorkha District Hospital,Gorkha,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Manang District Hospital,Chame,+977-066-440123,28.5500,84.2300,Manang,Chame,Gandaki
Mustang District Hospital,Jomsom,+977-069-440123,28.7800,83.7200,Mustang,Jomsom,Gandaki
Myagdi District Hospital,Beni,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Tansen Mission Hospital,Tansen Palpa,+977-075-520123,27.8700,83.5500,Palpa,Tansen,Lumbini
Palpa District Hospital,Tansen,+977-075-520102,27.8700,83.5500,Palpa,Tansen,Lumbini
Lumbini Provincial Hospital,Butwal,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Crimson Hospital,Rupandehi,+977-071-520111,27.6500,83.4700,Rupandehi,Manigram,Lumbini
Devdaha Medical College Hospital,Devdaha,+977-071-577777,27.6500,83.5600,Rupandehi,Devdaha,Lumbini
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Rapti Academy of Health Sciences,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Rapti Provincial Hospital,Tulsipur,+977-082-560456,28.1300,82.3000,Dang,Tulsipur,Lumbini
Dang Valley Hospital,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Lamahi Hospital,Lamahi,+977-082-560789,27.8500,82.5500,Dang,Lamahi,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Lumbini Eye Institute,Bhairahawa,+977-071-520855,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Kapilvastu District Hospital,Taulihawa,+977-076-560123,27.5500,83.0500,Kapilvastu,Taulihawa,Lumbini
Gulmi District Hospital,Tamghas,+977-079-520123,28.0800,83.2500,Gulmi,Tamghas,Lumbini
Arghakhanchi District Hospital,Sandhikharka,+977-077-420123,27.9500,83.1200,Arghakhanchi,Sandhikharka,Lumbini
Rolpa District Hospital,Liwang,+977-086-440123,28.3000,82.6400,Rolpa,Liwang,Lumbini
Pyuthan District Hospital,Pyuthan,+977-086-460123,28.0900,82.8700,Pyuthan,Pyuthan,Lumbini
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Seti Provincial Hospital,Dhangadhi Kailali,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Nisarga Hospital,Dhangadhi Kailali,+977-091-523000,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Maya Metro Hospital,Dhangadhi Kailali,+977-091-590000,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Tikapur Hospital,Tikapur Kailali,+977-091-560123,28.5200,81.1200,Kailali,Tikapur,Sudurpashchim
Mahakali Provincial Hospital,Mahendranagar Kanchanpur,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Dadeldhura Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Baitadi District Hospital,Baitadi,+977-095-520123,29.5200,80.4300,Baitadi,Baitadi,Sudurpashchim
Darchula District Hospital,Darchula,+977-093-520123,29.8500,80.5500,Darchula,Darchula,Sudurpashchim
Bajhang District Hospital,Chainpur,+977-092-420123,29.5500,81.1800,Bajhang,Chainpur,Sudurpashchim
