osm_type,osm_id,name,tourism,description,website,phone,email,opening_hours,wikidata,wikipedia,operator,district,latitude,longitude
node,5477470325,Hotel Mountain Garden,hotel,Not Available,Not Available,9806748684,Not Available,8:00-22:00,Not Available,Not Available,Not Available,Kaski,28.247774,83.9459163
node,5477729142,Sarangkot -Kaskikot-Dhikuripokhari-Panchase-Damside New Treaking Trial,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2529342,83.9401388
node,5477729143,Yek Ghare Picnic Spot,picnic_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2574799,83.9312607
node,5479379052,Tripathi Home Stay,home_stay,Not Available,Not Available,Not Available,Not Available,7:00-20:00,Not Available,Not Available,Not Available,Kaski,28.2590654,83.9266971
node,5481706661,Madani Home Stay,hotel,Not Available,Not Available,"9851069377,061-467552",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2109413,83.960942
node,5481787123,Hotel Portland,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2103622,83.9575624
node,5481818822,Hotel Harmony Rise,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2278657,83.9483759
node,5481863443,Alka Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2111351,83.957313
node,5481863452,Hotel Green View,hotel,Not Available,www.newhotelgreenview.com,"061-465544,9804103662,9804121618",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2117048,83.9576295
node,5485594824,Forest Lake,hotel,Not Available,Not Available,"061467471,9815143111",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.221996,83.9550688
node,5486749054,Hotel Sunkoshi,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2238058,83.9893871
node,5491531708,Sagar Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,08:00-22:00,Not Available,Not Available,Not Available,Kaski,28.2250168,83.9491805
node,5491531712,Guesto Accomodation PVT.LTD.,hotel,Not Available,Not Available,Not Available,Not Available,08:00-22:00,Not Available,Not Available,Not Available,Kaski,28.2239587,83.9473341
node,5498511395,Soho Point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2419189,83.9479387
node,5500041522,Way To Lakeside,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2378711,83.9491578
node,5500051503,Methlang View Point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2317815,83.9657485
node,5502440192,Hotel Nimto,hotel,Not Available,Not Available,984-6350028,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2119246,83.9573425
node,5502481023,Sanctuary Lodge Pokhara,hotel,Not Available,Not Available,+977 61 462407,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2126336,83.9588445
node,5502481024,Hotel Khukuri,hotel,Not Available,Not Available,061-462110,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2128605,83.957836
node,5502481685,Hotel Peninsula,hotel,Not Available,https://peninsulanepal.com/,061-465603,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2122271,83.9586809
node,5504193918,Lovely Hill View Point,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2292694,83.9779419
node,5504594182,Hotel Marigold,hotel,Not Available,Not Available,061-465549,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2137965,83.9577556
node,5504672553,Fewa Resort,hotel,Not Available,Not Available,061-467066,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2129563,83.9608589
node,5504897521,Himalayan View Tea House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2099651,83.8835752
node,5504979846,Three Jewels Boutique Hotel,hotel,Not Available,Not Available,+977 9823275025,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2128818,83.9608186
node,5505084144,Hotel Surya,hotel,Not Available,Not Available,061-461642,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2121704,83.9627016
node,5505084145,Hotel Evy Inn,hotel,Not Available,Not Available,980-6715566,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2123075,83.962369
node,5505084146,Hotel Planet,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2123807,83.9622322
node,5505084151,Hotel Rudrakshya,hotel,Not Available,hotelrudrakshya.com,061-466506,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2124635,83.9620417
node,5507669685,Hotel Blue Berry Nepal,hotel,Not Available,http://hotelblueberrynepal.com,061-462414,hotelblueberrynepal@gmail.com,24/7,Not Available,Not Available,Jiwan Baniya,Kaski,28.2106211,83.964496
node,5507669687,Hotel Public Choice,hotel,Not Available,hotelpublicchoice.com.np,061-461805,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2111883,83.9635196
node,5507832257,Tika Resort,hotel,Not Available,https://teekaresort.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2144678,83.9581954
node,5509834493,Sedi Camping side,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2246257,83.951101
node,5509974471,Way To Kaskikot,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2359308,83.9094788
node,5510557945,Hotel Lagoon,hotel,Not Available,https://staypokhara.com/,061-465146,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.216108,83.9587855
node,5511156249,Bhandari Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1604672,84.0795077
node,5514147236,Om Shiva Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2168018,83.9585606
node,5514526439,Hotel Taj Pokhara,hotel,Not Available,Not Available,061-466036,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2157582,83.9603546
node,5514526440,Tuki Resort,hotel,Not Available,tukiresort.com,+977-9851123394,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2155337,83.959955
node,5514526441,Hotel Kailash,hotel,Not Available,Not Available,984-6028801,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2156637,83.9600328
node,5518792576,Baghmara Guest House & Wine House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.1439927,84.0443205
node,5519740074,Hotel Pokhara Blue Lake,hotel,Not Available,Not Available,061-467400,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2121373,83.9614114
node,5519825927,Souvenir Apartment Hotel,hotel,Not Available,Not Available,061-463305,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2094664,83.9657244
node,5519825928,Deeps Apartment,hotel,Not Available,Not Available,061-467235,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2086368,83.9656171
node,5520022750,Gantavya Resort & Spa,hotel,Not Available,https://gantavyaresort.business.site/,061-460319,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2171822,83.9578963
node,5520151315,Visitor's Inn,hotel,Not Available,Not Available,981-4192408,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2182009,83.9587077
node,5520239930,The Lake House,hotel,Not Available,thelakehouse-nepal.com,061-464673,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.218543,83.9585693
node,5520584153,Hotel Lakeside,hotel,Not Available,Not Available,9856010987,Not Available,24/7,Not Available,Not Available,Not Available,Kaski,28.2077552,83.9684899
node,5521528091,Hotel Him Sagar,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2110586,83.9863497
node,5525019668,Syangja Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2346639,83.9978593
node,5531278316,River View Guest House & Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2111966,84.1046964
node,5531278721,Manakamana Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2114276,84.1047641
node,5534085303,Kalika View Poiint Rest,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2098901,84.0807094
node,5534126598,Needs Gals Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2207835,83.9857232
node,5537488002,Blue Planet Lodge,hotel,Not Available,www.blueplanettrek.com,"61-465706,461472,9856035706",Not Available,Not Available,Not Available,Not Available,Ram & Sabine,Kaski,28.2077315,83.9602353
node,5540335721,Hotel Freindship Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2019007,83.9723174
node,5541925025,Hotel Kantipur,hotel,Not Available,https://www.hotelkantipur.com/,061-460286,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2022032,83.967185
node,5541925026,Hotel Ice View,hotel,Not Available,Not Available,980-3925932,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2027036,83.9680433
node,5541925027,Hotel Snow Peak,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2035327,83.9678832
node,5541925028,Hotel Peace View,hotel,Not Available,https://hotelpeaceview.business.site/,980-3925932,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2032694,83.9680367
node,5543120562,Hotel Cross Road Bar,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2148589,83.9619395
node,5543180997,Dhawalagiri Guest House & Khaja Ghar,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2107726,83.9863023
node,5543181001,New Pokhara Bisram Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2104932,83.9861168
node,5543181003,Joshi Hotel & Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2104807,83.986095
node,5543181007,Hotel Gorkha Homes,hotel,Not Available,Not Available,"061-521826, 9846070538",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2102339,83.9858849
node,5543181008,Hotel Himal Darsan,hotel,Not Available,Not Available,"061-521139, 9856048289",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2101688,83.9857997
node,5543181011,Piyush Hotel & Guest House,hotel,Not Available,Not Available,"9856035318, 9825172984",Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209982,83.9856246
node,5543309644,Shree Krishna Vojanalaya & Guest House,hotel,Not Available,Not Available,061-5232888,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2220753,83.9914094
node,5543309652,Hotel New Sangrila,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2224677,83.9912607
node,5543309653,Thakali Hotel & Restaurant,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2225291,83.9912657
node,5544172876,Hotel Sunrise & Thakali Kitchen,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2209848,83.9912061
node,5544172878,Hotel Om Shanta,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2214157,83.991169
node,5544172882,New Chintang Devi Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2218452,83.9911281
node,5544259288,Hotel Syangja Tirupati & Bhanchha Ghar,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2087283,83.9851512
node,5544259289,Hotel Nilgiri,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2089555,83.9852968
node,5544259290,Hotel Sherchan,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.209066,83.9854093
node,5544259296,Thakali Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.2090085,83.986059
