place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category
Jiri Town,27.63,86.23,Dolakha,2.0,5.0,0.0,3.0,5.0,8.0,6.0,2.0,40.0,45.0,42.0,MEDIUM
Jiri Everest Gateway,27.63,86.23,Dolakha,3.0,7.0,2.0,3.0,6.0,5.0,5.0,1.0,60.0,65.0,63.0,MEDIUM
Chechet Lake,27.8,86.15,Dolakha,5.0,10.0,5.0,2.0,7.0,0.0,1.0,0.0,95.0,85.0,89.0,HIGH
Tsho Rolpa Lake,27.85,86.47,Dolakha,8.0,16.0,14.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Pike Peak Trail,27.6,86.55,Solukhumbu,6.0,14.0,10.0,2.0,8.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Junbesi Village,27.57,86.6,Solukhumbu,3.0,8.0,3.0,2.0,6.0,1.0,1.0,0.0,85.0,70.0,76.0,HIGH
Chiwong Monastery,27.6,86.58,Solukhumbu,2.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,75.0,55.0,63.0,MEDIUM
Mera Peak Base Camp,27.7,86.92,Solukhumbu,9.0,17.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Island Peak Base Camp,27.92,86.93,Solukhumbu,9.0,18.0,16.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Amphu Labtsa Pass,27.85,86.95,Solukhumbu,10.0,18.0,17.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Makalu Base Camp East,27.75,87.1,Sankhuwasabha,9.0,17.0,14.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Num Village Route,27.55,87.25,Sankhuwasabha,3.0,8.0,3.0,4.0,6.0,1.0,1.0,0.0,85.0,75.0,79.0,HIGH
Yuksom Style Trail Area,27.4,87.9,Taplejung,6.0,13.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Pathibhara Cable Route,27.41,87.75,Taplejung,4.0,9.0,4.0,2.0,6.0,1.0,1.0,0.0,90.0,75.0,81.0,HIGH
Ilam Tea Estate,26.91,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,15.0,10.0,3.0,20.0,20.0,20.0,LOW
Mai Valley,26.92,87.85,Ilam,2.0,4.0,0.0,6.0,3.0,8.0,6.0,2.0,40.0,40.0,40.0,MEDIUM
Kanyam Picnic Area,26.9,87.92,Ilam,1.0,1.0,0.0,4.0,2.0,15.0,12.0,3.0,20.0,15.0,18.0,LOW
Antu Sunrise View,26.88,87.9,Ilam,2.0,3.0,0.0,3.0,3.0,10.0,8.0,2.0,35.0,30.0,32.0,MEDIUM
Maipokhari Wetland,26.97,87.93,Ilam,1.0,1.0,0.0,5.0,2.0,12.0,10.0,3.0,30.0,25.0,27.0,LOW
Dharan Jungle Area,26.81,87.28,Sunsari,2.0,1.0,0.0,8.0,2.0,20.0,15.0,5.0,25.0,30.0,27.0,LOW
Koshi Barrage,26.69,87.02,Sunsari,3.0,0.0,0.0,18.0,2.0,15.0,12.0,4.0,55.0,60.0,58.0,MEDIUM
Koshi Tappu Bird Watching,26.67,87.0,Sunsari,2.0,0.0,0.0,14.0,2.0,10.0,8.0,2.0,45.0,45.0,45.0,MEDIUM
Baraha Chhetra River Area,26.85,87.15,Sunsari,3.0,0.0,0.0,10.0,2.0,12.0,10.0,3.0,40.0,40.0,40.0,MEDIUM
Hile Bazaar View,26.99,87.33,Dhankuta,1.0,2.0,0.0,3.0,3.0,12.0,10.0,3.0,25.0,20.0,22.0,LOW
Bhedetar Forest Trail,26.8,87.28,Dhankuta,2.0,5.0,0.0,3.0,4.0,6.0,5.0,1.0,50.0,40.0,44.0,MEDIUM
Namaste Waterfall Area,27.05,87.35,Dhankuta,3.0,6.0,0.0,6.0,4.0,5.0,4.0,1.0,55.0,50.0,52.0,MEDIUM
Tinjure Trail,27.25,87.4,Tehrathum,5.0,12.0,5.0,2.0,7.0,0.0,1.0,0.0,95.0,85.0,89.0,HIGH
Milke Danda Forest,27.2,87.3,Tehrathum,4.0,10.0,4.0,2.0,6.0,0.0,1.0,0.0,90.0,80.0,84.0,HIGH
Aamchok Village Trail,27.2,87.05,Bhojpur,5.0,8.0,0.0,4.0,6.0,20.0,15.0,5.0,40.0,50.0,55.0,MEDIUM
Silichung Base Route,27.15,87.1,Bhojpur,14.0,18.0,10.0,1.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Dingla Village,27.3,87.1,Bhojpur,3.0,6.0,0.0,4.0,5.0,25.0,20.0,5.0,35.0,45.0,50.0,MEDIUM
Shadananda Area,27.25,87.15,Bhojpur,3.0,5.0,0.0,5.0,5.0,30.0,25.0,10.0,30.0,45.0,50.0,MEDIUM
Mundum Trail,27.2,87.3,Khotang,10.0,15.0,5.0,3.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Halesi Rural Route,27.38,86.67,Khotang,3.0,5.0,0.0,4.0,5.0,40.0,30.0,10.0,20.0,35.0,40.0,MEDIUM
Aiselukharka Ridge,27.42,86.78,Khotang,6.0,10.0,3.0,3.0,7.0,10.0,5.0,2.0,65.0,70.0,72.0,HIGH
Khotang Diktel View,27.21,86.79,Khotang,2.0,4.0,0.0,4.0,5.0,40.0,30.0,10.0,20.0,35.0,40.0,MEDIUM
Chainpur Forest Trail,27.28,87.25,Sankhuwasabha,4.0,8.0,0.0,4.0,6.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Makalu Barun Valley,27.7,87.1,Sankhuwasabha,18.0,20.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Barun Glacier Camp,27.78,87.05,Sankhuwasabha,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Tumlingtar Riverside,27.3,87.2,Sankhuwasabha,3.0,4.0,0.0,10.0,4.0,30.0,25.0,10.0,30.0,50.0,52.0,MEDIUM
Arun River Valley,27.5,87.0,Sankhuwasabha,6.0,8.0,0.0,15.0,5.0,10.0,10.0,3.0,65.0,75.0,75.0,HIGH
Sakhejung Village,27.0,87.85,Ilam,2.0,4.0,0.0,4.0,4.0,40.0,30.0,10.0,20.0,30.0,35.0,LOW
Maipokhari Wetland,26.95,87.85,Ilam,2.0,3.0,0.0,8.0,4.0,40.0,30.0,10.0,20.0,35.0,40.0,MEDIUM
Antu Danda Sunrise,26.88,88.0,Ilam,1.0,2.0,0.0,4.0,3.0,60.0,50.0,20.0,5.0,15.0,22.0,LOW
Sandakpur Ridge,27.0,87.9,Ilam,5.0,8.0,0.0,3.0,5.0,10.0,10.0,3.0,55.0,60.0,65.0,MEDIUM
Kanyam Tea Route,26.87,87.92,Ilam,1.0,1.0,0.0,4.0,3.0,70.0,60.0,20.0,5.0,15.0,22.0,LOW
Phidim View Point,27.15,87.75,Panchthar,2.0,5.0,0.0,4.0,5.0,30.0,25.0,10.0,30.0,40.0,45.0,MEDIUM
Tinjure Forest Trail,27.3,87.5,Tehrathum,10.0,15.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Gupha Pokhari Trail,27.2,87.55,Tehrathum,8.0,12.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Myanglung Village,27.0,87.55,Tehrathum,2.0,5.0,0.0,5.0,5.0,30.0,25.0,10.0,30.0,45.0,50.0,MEDIUM
Madi Valley,26.95,87.4,Sankhuwasabha,6.0,9.0,0.0,10.0,6.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Bhedetar Dhankuta Route,26.81,87.3,Dhankuta,2.0,4.0,0.0,6.0,4.0,60.0,50.0,20.0,10.0,25.0,30.0,LOW
Namaste Jharana,26.76,87.25,Dhankuta,3.0,5.0,0.0,8.0,4.0,30.0,25.0,10.0,25.0,40.0,45.0,MEDIUM
Hile Tea Garden,26.93,87.34,Dhankuta,1.0,2.0,0.0,4.0,3.0,60.0,50.0,20.0,5.0,15.0,22.0,LOW
Raja Rani Lake,26.95,87.4,Dhankuta,2.0,3.0,0.0,8.0,4.0,30.0,25.0,10.0,20.0,35.0,40.0,MEDIUM
Sunsari Koshi Island,26.7,87.1,Sunsari,3.0,1.0,0.0,18.0,3.0,25.0,20.0,5.0,30.0,55.0,58.0,MEDIUM
Koshi Tappu Bird Camp,26.85,87.15,Sunsari,2.0,0.0,0.0,15.0,2.0,40.0,30.0,10.0,20.0,45.0,45.0,MEDIUM
Baraha Area Trail,26.85,87.2,Sunsari,1.0,1.0,0.0,12.0,3.0,50.0,40.0,15.0,10.0,35.0,38.0,MEDIUM
Dharan Forest Route,26.81,87.28,Sunsari,3.0,5.0,0.0,6.0,4.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Itahari Wetland,26.66,87.28,Sunsari,1.0,1.0,0.0,12.0,3.0,70.0,60.0,20.0,5.0,30.0,32.0,LOW
Mechi Hill Area,26.55,88.1,Jhapa,3.0,1.0,0.0,20.0,3.0,30.0,25.0,10.0,25.0,55.0,55.0,MEDIUM
Damak Forest Trail,26.67,87.7,Jhapa,2.0,1.0,0.0,12.0,3.0,60.0,50.0,20.0,10.0,35.0,38.0,MEDIUM
Kakarbhitta River Side,26.65,88.15,Jhapa,2.0,0.0,0.0,15.0,2.0,50.0,40.0,15.0,10.0,40.0,42.0,MEDIUM
Birat Chowk Area,26.65,87.28,Morang,1.0,0.0,0.0,10.0,2.0,80.0,70.0,25.0,5.0,25.0,28.0,LOW
Betana Wetland,26.55,87.5,Morang,2.0,0.0,0.0,15.0,2.0,40.0,30.0,10.0,20.0,45.0,45.0,MEDIUM
Rangeli Rural Area,26.45,87.63,Morang,2.0,0.0,0.0,12.0,2.0,50.0,40.0,15.0,10.0,35.0,38.0,MEDIUM
Sundar Haraicha Forest,26.7,87.18,Morang,2.0,1.0,0.0,12.0,3.0,60.0,50.0,20.0,10.0,35.0,38.0,MEDIUM
Pathibhara Lower Trail,27.3,87.65,Taplejung,8.0,12.0,6.0,2.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Khebang Village,27.25,87.7,Taplejung,5.0,8.0,3.0,3.0,7.0,10.0,5.0,2.0,65.0,70.0,72.0,HIGH
Sinwa Village,27.4,87.7,Taplejung,7.0,12.0,5.0,2.0,8.0,5.0,5.0,2.0,75.0,80.0,82.0,HIGH
Lelep Village,27.7,87.75,Taplejung,12.0,16.0,10.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Ghunsa Village,27.73,87.95,Taplejung,15.0,18.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Sele La Pass,27.75,87.95,Taplejung,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Lhonak Camp,27.9,88.0,Taplejung,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Olangchung Gola Route,27.87,87.8,Taplejung,18.0,20.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Yamphudin Village,27.55,87.8,Taplejung,8.0,12.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Khebang Ridge,27.35,87.7,Taplejung,6.0,10.0,4.0,2.0,7.0,5.0,5.0,2.0,65.0,70.0,72.0,HIGH
Ilam Chhintapu Trail,27.0,87.85,Ilam,4.0,8.0,0.0,3.0,5.0,15.0,10.0,3.0,50.0,55.0,60.0,MEDIUM
Siddhithumka Hill,26.9,87.9,Ilam,3.0,5.0,0.0,4.0,4.0,30.0,25.0,10.0,25.0,40.0,45.0,MEDIUM
Mai Valley Resort Area,26.92,87.93,Ilam,1.0,2.0,0.0,4.0,3.0,60.0,50.0,20.0,5.0,15.0,22.0,LOW
Fikkal Tea Village,26.89,87.94,Ilam,1.0,2.0,0.0,4.0,3.0,60.0,50.0,20.0,5.0,15.0,22.0,LOW
Kanyam Sunrise Point,26.87,87.92,Ilam,1.0,1.0,0.0,4.0,3.0,70.0,60.0,20.0,5.0,15.0,22.0,LOW
Panchthar Silauti Pokhari,27.15,87.65,Panchthar,5.0,8.0,0.0,3.0,6.0,15.0,10.0,3.0,55.0,60.0,65.0,MEDIUM
Limbu Cultural Trail,27.1,87.7,Panchthar,4.0,7.0,0.0,4.0,5.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Aathrai Village,27.1,87.55,Tehrathum,5.0,9.0,0.0,4.0,6.0,10.0,10.0,3.0,60.0,65.0,70.0,HIGH
Menchhayayem Hill,27.2,87.5,Tehrathum,10.0,15.0,6.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Chhathar Lake,27.05,87.45,Tehrathum,4.0,7.0,0.0,6.0,5.0,20.0,15.0,5.0,40.0,55.0,60.0,MEDIUM
Dhankuta Hile Route,26.93,87.34,Dhankuta,2.0,5.0,0.0,4.0,5.0,30.0,25.0,10.0,30.0,40.0,45.0,MEDIUM
Namaste Waterfall,26.76,87.25,Dhankuta,3.0,5.0,0.0,8.0,4.0,30.0,25.0,10.0,25.0,40.0,45.0,MEDIUM
Rajarani Lake,26.95,87.4,Dhankuta,2.0,3.0,0.0,8.0,4.0,30.0,25.0,10.0,20.0,35.0,40.0,MEDIUM
Bhojpur Taksar Village,27.15,87.05,Bhojpur,3.0,6.0,0.0,4.0,6.0,25.0,20.0,5.0,35.0,45.0,50.0,MEDIUM
Mundum Heritage Trail,27.2,87.3,Bhojpur,10.0,15.0,5.0,3.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Temke Danda,27.25,87.25,Bhojpur,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Khotang Halesi Area,27.38,86.67,Khotang,2.0,4.0,0.0,5.0,5.0,50.0,40.0,10.0,15.0,30.0,35.0,LOW
Diktel Rupakot,27.21,86.79,Khotang,3.0,5.0,0.0,5.0,5.0,35.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Okhaldhunga Pikey Route,27.65,86.62,Okhaldhunga,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Khiji Demba,27.4,86.5,Okhaldhunga,7.0,12.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Likhu Valley,27.3,86.4,Okhaldhunga,6.0,10.0,2.0,4.0,7.0,5.0,5.0,2.0,65.0,70.0,72.0,HIGH
Ramechhap Sailung Trail,27.55,86.25,Ramechhap,10.0,15.0,6.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Manthali River Area,27.35,86.08,Ramechhap,2.0,4.0,0.0,10.0,5.0,50.0,40.0,15.0,15.0,40.0,42.0,MEDIUM
Doramba Village,27.35,86.25,Ramechhap,5.0,8.0,0.0,4.0,6.0,20.0,15.0,5.0,40.0,50.0,55.0,MEDIUM
Sunapati Rural Trail,27.45,86.3,Ramechhap,6.0,10.0,3.0,3.0,7.0,10.0,10.0,3.0,60.0,70.0,72.0,HIGH
Dolakha Sailung Ridge,27.55,86.3,Dolakha,10.0,15.0,6.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Jiri Deurali,27.63,86.23,Dolakha,5.0,8.0,3.0,3.0,6.0,20.0,15.0,5.0,55.0,65.0,68.0,MEDIUM
Bigu Lake Area,27.85,86.18,Dolakha,8.0,12.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Rolwaling Glacier Trail,27.9,86.35,Dolakha,18.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Helambu Yangri Trail,28.0,85.6,Sindhupalchok,7.0,10.0,5.0,2.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tarkeghyang Monastery,28.05,85.58,Sindhupalchok,6.0,10.0,5.0,2.0,7.0,5.0,5.0,2.0,65.0,70.0,72.0,HIGH
Sermathang Village,28.06,85.6,Sindhupalchok,5.0,8.0,3.0,3.0,7.0,10.0,5.0,2.0,60.0,70.0,72.0,HIGH
Jaljale Himal Trail,27.22,87.35,Tehrathum,6.0,13.0,7.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Basantapur Hill Station,27.17,87.4,Tehrathum,2.0,4.0,0.0,3.0,4.0,8.0,6.0,2.0,40.0,35.0,37.0,MEDIUM
Dhankuta Hile Road View,27.0,87.33,Dhankuta,1.0,3.0,0.0,4.0,3.0,10.0,8.0,2.0,30.0,30.0,30.0,LOW
Sankhuwasabha Arun Valley,27.55,87.25,Sankhuwasabha,5.0,12.0,5.0,8.0,7.0,0.0,1.0,0.0,95.0,90.0,93.0,HIGH
Barun National Park Area,27.75,87.1,Sankhuwasabha,9.0,18.0,14.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Makalu Base Camp West,27.72,87.05,Sankhuwasabha,8.0,17.0,13.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Kanchenjunga Circuit Trail,27.7,87.9,Taplejung,9.0,18.0,15.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Yamphudin Village,27.5,87.8,Taplejung,5.0,12.0,6.0,3.0,7.0,0.0,1.0,0.0,95.0,85.0,89.0,HIGH
Khebang Village,27.45,87.65,Taplejung,3.0,8.0,3.0,4.0,6.0,1.0,1.0,0.0,85.0,70.0,76.0,HIGH
Pathibhara Forest Route,27.42,87.76,Taplejung,4.0,10.0,5.0,2.0,7.0,1.0,1.0,0.0,90.0,80.0,84.0,HIGH
Mai Pokhari Trail,26.97,87.95,Ilam,2.0,3.0,0.0,5.0,3.0,10.0,8.0,2.0,35.0,35.0,35.0,MEDIUM
Sandakpur Border View,26.95,87.92,Ilam,4.0,9.0,2.0,3.0,5.0,3.0,3.0,1.0,70.0,65.0,68.0,HIGH
Kanyam Tea Route,26.9,87.93,Ilam,1.0,2.0,0.0,3.0,3.0,15.0,10.0,3.0,20.0,20.0,20.0,LOW
Panchthar Highlands,27.15,87.85,Panchthar,3.0,7.0,1.0,3.0,5.0,3.0,3.0,1.0,65.0,60.0,62.0,MEDIUM
Phidim Bazaar,27.15,87.81,Panchthar,1.0,3.0,0.0,3.0,3.0,10.0,8.0,2.0,30.0,30.0,30.0,LOW
Tinjure View Point,27.23,87.39,Tehrathum,3.0,8.0,3.0,2.0,5.0,2.0,2.0,0.0,80.0,70.0,75.0,HIGH
Hatuwa Gadhi Trail,27.0,87.15,Bhojpur,3.0,6.0,0.0,3.0,5.0,3.0,3.0,1.0,65.0,55.0,59.0,MEDIUM
Temke Danda Route,27.3,86.95,Bhojpur,4.0,10.0,4.0,2.0,6.0,1.0,1.0,0.0,90.0,80.0,84.0,HIGH
Salpa Lake Trail,27.4,86.9,Bhojpur,6.0,13.0,7.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Halesi Cave Area,27.32,86.72,Khotang,1.0,2.0,0.0,2.0,5.0,15.0,10.0,3.0,25.0,20.0,22.0,LOW
Mundum Adventure Trail,27.4,86.9,Khotang,5.0,12.0,6.0,2.0,8.0,0.0,1.0,0.0,95.0,85.0,89.0,HIGH
Diktel Rupakot View,27.21,86.79,Khotang,2.0,5.0,0.0,3.0,4.0,6.0,5.0,1.0,50.0,40.0,44.0,MEDIUM
Okhaldhunga Siddhicharan Park,27.32,86.5,Okhaldhunga,1.0,3.0,0.0,3.0,4.0,8.0,6.0,2.0,35.0,30.0,32.0,MEDIUM
Pikey Peak,27.65,86.58,Solukhumbu,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Dudhkunda Lake,27.55,86.5,Solukhumbu,8.0,16.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Mahalangur Himal Route,27.95,86.9,Solukhumbu,10.0,18.0,16.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Thukla Pass,27.89,86.82,Solukhumbu,8.0,16.0,13.0,1.0,9.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Dingboche Village,27.89,86.82,Solukhumbu,6.0,13.0,9.0,1.0,8.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Lobuche Village,27.95,86.81,Solukhumbu,8.0,16.0,13.0,1.0,9.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Everest Three Pass Route,27.95,86.7,Solukhumbu,10.0,18.0,17.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Chhukung Valley,27.9,86.93,Solukhumbu,7.0,15.0,12.0,1.0,9.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Amadablam Base Area,27.86,86.85,Solukhumbu,8.0,16.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Thame Monastery,27.95,86.72,Solukhumbu,3.0,8.0,3.0,2.0,6.0,0.0,1.0,0.0,85.0,70.0,76.0,HIGH
Salleri Bazaar,27.5,86.58,Solukhumbu,2.0,4.0,0.0,4.0,4.0,8.0,6.0,2.0,40.0,35.0,37.0,MEDIUM
Khumjung Village,27.83,86.72,Solukhumbu,4.0,10.0,5.0,1.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Phaplu Airport Area,27.52,86.58,Solukhumbu,2.0,3.0,0.0,3.0,4.0,10.0,8.0,2.0,35.0,30.0,32.0,MEDIUM
Dudh Kunda Trail,27.55,86.5,Solukhumbu,8.0,16.0,12.0,1.0,9.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Melamchi Source Trail,28.15,85.6,Sindhupalchok,6.0,10.0,3.0,8.0,7.0,10.0,10.0,3.0,65.0,75.0,78.0,HIGH
Panch Pokhari Upper Trail,28.0,85.65,Sindhupalchok,15.0,18.0,10.0,2.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Jugal Base Camp,28.05,85.85,Sindhupalchok,18.0,20.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Balephi Riverside,27.95,85.8,Sindhupalchok,3.0,5.0,0.0,15.0,5.0,30.0,25.0,10.0,30.0,55.0,58.0,MEDIUM
Tatopani Border Trail,27.95,85.95,Sindhupalchok,4.0,7.0,0.0,15.0,6.0,30.0,25.0,10.0,35.0,60.0,62.0,MEDIUM
Bhairab Kunda Camp,27.95,86.1,Sindhupalchok,12.0,15.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,85.0,90.0,HIGH
Langtang Kyanjin Village,28.22,85.57,Rasuwa,15.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Lama Hotel Trail,28.2,85.45,Rasuwa,10.0,15.0,8.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Gatlang Village,28.15,85.25,Rasuwa,7.0,12.0,5.0,2.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tamangs Heritage Trail,28.1,85.3,Rasuwa,6.0,10.0,3.0,3.0,7.0,5.0,5.0,2.0,65.0,70.0,72.0,HIGH
Dhunche View Point,28.11,85.3,Rasuwa,3.0,6.0,0.0,3.0,6.0,25.0,20.0,5.0,35.0,50.0,55.0,MEDIUM
Yarsa Village,28.2,85.35,Rasuwa,8.0,12.0,5.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Nuwakot Kakani Trail,27.82,85.25,Nuwakot,2.0,4.0,0.0,4.0,4.0,50.0,40.0,10.0,15.0,30.0,35.0,LOW
Trishuli River Camp,27.9,85.17,Nuwakot,5.0,2.0,0.0,15.0,5.0,30.0,25.0,10.0,35.0,55.0,60.0,MEDIUM
Bidur Heritage Area,27.92,85.16,Nuwakot,1.0,3.0,0.0,8.0,5.0,50.0,40.0,15.0,15.0,35.0,38.0,MEDIUM
Devighat Area,27.87,85.15,Nuwakot,2.0,2.0,0.0,12.0,4.0,50.0,40.0,15.0,15.0,40.0,42.0,MEDIUM
Rasuwa Gosaikunda Route,28.08,85.41,Rasuwa,18.0,20.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Dhading Ruby Valley,28.3,85.15,Dhading,15.0,18.0,12.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Ganesh Himal Trail,28.4,85.1,Dhading,18.0,20.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Sertung Village,28.3,85.18,Dhading,8.0,12.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tipling Village,28.25,85.12,Dhading,7.0,10.0,4.0,3.0,7.0,5.0,5.0,2.0,65.0,70.0,72.0,HIGH
Kuri Village Dhading,28.2,85.0,Dhading,5.0,8.0,0.0,5.0,6.0,15.0,10.0,3.0,55.0,60.0,65.0,MEDIUM
Salyantar View,28.1,84.95,Dhading,3.0,6.0,0.0,8.0,5.0,25.0,20.0,5.0,40.0,55.0,60.0,MEDIUM
Trishuli Dhading Camp,27.95,85.0,Dhading,5.0,4.0,0.0,15.0,5.0,30.0,25.0,10.0,35.0,55.0,60.0,MEDIUM
Manaslu Base Camp,28.65,84.56,Gorkha,20.0,20.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Samagaun Village,28.65,84.57,Gorkha,15.0,18.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Lho Village,28.65,84.6,Gorkha,12.0,16.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Soti Khola Trail,28.55,84.75,Gorkha,8.0,12.0,5.0,5.0,7.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Barpak Village,28.2,84.75,Gorkha,6.0,10.0,3.0,4.0,7.0,10.0,10.0,3.0,60.0,70.0,72.0,HIGH
Laprak Village,28.25,84.8,Gorkha,7.0,12.0,5.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Gorkha Palace,28.0,84.63,Gorkha,1.0,2.0,0.0,3.0,5.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Ligligkot Hill,28.05,84.55,Gorkha,4.0,6.0,0.0,4.0,5.0,30.0,25.0,10.0,30.0,45.0,50.0,MEDIUM
Chum Valley,28.7,84.8,Gorkha,18.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Tsum Valley Trail,28.6,84.9,Gorkha,15.0,18.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Boudha Himal Route,28.5,84.7,Gorkha,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Annapurna Sanctuary Route,28.53,84.56,Kaski,15.0,18.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Mardi Himal Base Camp,28.47,83.95,Kaski,10.0,15.0,8.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Australian Camp,28.37,83.82,Kaski,2.0,4.0,0.0,3.0,4.0,50.0,40.0,10.0,15.0,25.0,30.0,LOW
Dhampus Village,28.3,83.85,Kaski,2.0,3.0,0.0,4.0,4.0,60.0,50.0,15.0,10.0,25.0,30.0,LOW
Sarangkot Hill,28.21,83.95,Kaski,1.0,2.0,0.0,3.0,3.0,80.0,70.0,25.0,5.0,15.0,20.0,LOW
