name,amenity,tourism,office,emergency,phone,email,website,opening_hours,operator,brand,addr:street,addr:city,addr:postcode,latitude,longitude
Nepal Telecom,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7050686,85.2908559
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Not Available,Not Available,27.7073905,85.3271471
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7073374,85.3271171
Appolo Medical & Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Dillibazaar Road,Not Available,Not Available,27.7040932,85.3323537
सिटी अस्पताल,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,XYZ,Not Available,Not Available,Not Available,Not Available,27.6909765,85.3246923
काठमाडौं मेडिकल कलेज,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Not Available,Not Available,27.7015906,85.3275905
NIC ASIA DilliBazzar Branch,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7045673,85.3307585
Hotel Yala Peak,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Su 07:30-22:00,Not Available,Not Available,Thahity;Jyatha Marga,Not Available,Not Available,27.7122431,85.3114938
Citizen Bank International Ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Su-Fr 10:00-17:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.7033283,85.3348182
Kamakshi Girls Hostel,Not Available,hostel,Not Available,Not Available,9849091822,gdhungel88@gmail.com,Not Available,Mo-Su 07:00-18:00,Not Available,Not Available,Kalki Pushpa Marga,Not Available,Not Available,27.6954402,85.3418733
Rastriya Barijya Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7029224,85.3412001
Mirage Inn,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7042064,85.341767
कोटदेवी फार्मेसी,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6735719,85.3514197
Himalayan Bank Ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Su-Th 10:00-17:00; Fr 10:00-13:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.707441,85.3273382
The Gyawali Residence,Not Available,guest_house,Not Available,Not Available,014380271,info@websequel.com,https://www.websequel.com/,24/7,Not Available,Not Available,Palpasa Marg,Not Available,Not Available,27.7230933,85.2999432
Family Peace House,Not Available,guest_house,Not Available,Not Available,+97714381138,Not Available,Not Available,24/7,Not Available,Not Available,Ganeshraj Marg,Not Available,Not Available,27.7181853,85.308305
medical shop,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7018112,85.3281601
Roof Top Terrace,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7117336,85.3114411
V-text International,Not Available,camp_site,Not Available,Not Available,+9779851196230,Not Available,www.altitudeadventuregear.com,Mo-Su 08:00-21:00,Not Available,Not Available,Mandala street,Not Available,Not Available,27.7152762,85.3104866
Dormitory Nepal,Not Available,hostel,Not Available,Not Available,+977-01-5161089,info@dormnepal.com,https://www.dormnepal.com/,24/7,Not Available,Not Available,Gitanjali marg,Not Available,Not Available,27.7324951,85.3387416
Agriculture Development Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7032036,85.3344699
Kathmandu district court,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Su-Fr 10:00-17:00,Not Available,Not Available,Madan Bhandari Path,Not Available,Not Available,27.6921074,85.32556
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Su 06:00-23:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.688365,85.3340843
Sunrise Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,https://www.sunrisebank.com/,Su-Th 10:00-17:00; Fr 10:00-15:00,Not Available,Not Available,New Road,Not Available,Not Available,27.7029895,85.311254
लक्ष्मी बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6968439,85.2812051
Blood Transfusion Centre,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7359267,85.3306929
Nepal SBI Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6966762,85.2812082
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7040304,85.3324772
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7033446,85.3348069
Hote Pacific,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7101383,85.3145487
kunta medical,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7017298,85.3286518
Laxmi Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7160908,85.3040816
Media Hub pvt.ltd,Not Available,Not Available,government,Not Available,014437726,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7195478,85.3267744
Bank of Kathmandu,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7037663,85.3415307
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Not Available,Not Available,27.7112529,85.3172974
"NCDC Ilam, Kathmandu Office",Not Available,Not Available,government,Not Available,Not Available,Not Available,https://ncdcilam.org.np/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7022798,85.3375444
Un Dia Blanco Eco Guest House,Not Available,guest_house,Not Available,Not Available,+9779808151636,Not Available,Look in booking.com,Not Available,Not Available,Not Available,Not Available,Not Available,44600,27.723949,85.3584524
नबिल बैंक,bank,Not Available,Not Available,Not Available,014227181,Not Available,Not Available,Su-Fr 10:00-17:00,Not Available,Not Available,Tanka Prasad Ghumti Sadak,Not Available,Not Available,27.6973279,85.3284762
Shakya Home,Not Available,guest_house,Not Available,Not Available,9860005316,Not Available,Not Available,24/7,Not Available,Not Available,Sukubahal Galli,Not Available,44600,27.720872,85.3142955
Thapathali,police,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,School Galli,Not Available,Not Available,27.6890227,85.3204209
मेडिभेट फार्मास्यूटिकल्स प्रा. लि,pharmacy,Not Available,Not Available,Not Available,4425336,Not Available,medivetcorporate.com,Su-Fr 10:00-16:00,Not Available,Not Available,Gahana Pokhari Marga,Not Available,Not Available,27.716751,85.3334118
फाइटो फार्मा नेपाल प्रा. लि.,pharmacy,Not Available,Not Available,Not Available,4425335,Not Available,Not Available,Su-Fr 10:00-16:30,Not Available,Not Available,Gahana Pokhari Marga,Not Available,Not Available,27.7167354,85.3334995
Hotel Lemon Tree,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7174289,85.3096014
Kathmandu CityHill,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7209932,85.3118557
Lila dai,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.699948,85.3492901
Thulobaa,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7288957,85.3362111
Guthi Sansthan ,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6928247,85.3140059
Guthi Sansthan Kalmochan,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6913285,85.3162968
Guthi Sansthan Pashupati ,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7107471,85.3484501
